Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	1958	0	1491	138	0	1359	0	0	0	0	0	0	0	0	979921	0	4.2038112032101156E-4	0.3552744374986599	1.0000265853955337
8.sql	241	0	96	3	0	94	0	0	0	0	0	0	0	0	7644	0	0.006008115962253931	0.5300188938144512	1.0000806115676022
7.sql	1054	0	465	6	0	461	0	0	0	0	0	0	0	0	17331	0	1.0748054584370721E-4	0.3157906100169406	1.240028039493402
6.sql	914	909	465	3	909	461	0	0	0	0	0	0	0	0	17331	0	1.0748054584370721E-4	0.3157906100169406	1.240028039493402
5.sql	1657	272	1380	3	245	1378	4517130	0	9603309	0	2386415098	1031	26	19	22028	19207	8.497057936569493E-5	0.35721979763152606	1.8003
4.sql	2142	1128	68	27	278	64	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1290	1037	177	73	488	171	621629	0	1187422	0	4346931	449453	6	3	90026	2375	0.0032032101564929993	0.667359966271757	1.0001157774710612
21.sql	3580	2237	430	4	521	430	1346311	0	2691384	0	183177083	41881	12	7	12426	5382	0.0013126867095221999	0.8531591794674328	1.9997962843389558
20.sql	2183	1	2	1	0	2	2567	0	4911	0	1554690	1276	6	3	741	10	0.20946239864579877	0.7186175415715683	1.9494305344673404
2.sql	274	41	17	0	3	16	15943	0	32533	0	846819	2525	18	8	1419	65	0.05932097067828569	0.6777861797276709	1.2000293185520823
19.sql	455	286	163	1	240	163	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1166	0	2	3	0	1	2846	0	4496	0	11174	435	8	5	1253	9	0.1848492572428849	0.658157351268416	1.000027723091068
17.sql	3860	50	5	0	11	4	3264	0	22008	0	570431	754	6	4	1632	44	0.08128236262001062	0.5921813110592862	1.000415
16.sql	710	30	100	572	26	91	445322	0	979453	0	356472	711632	5	2	355733	1959	0.0038634315653795033	0.6865644836242196	1.0000770833333332
14.sql	715	628	74	12	615	56	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846677743	0.6007194244604317	1.0003466666666667
12.sql	287	246	26	11	240	23	186823	0	280358	0	3	249	4	2	93144	560	0.010704388506606361	0.5369774919614148	1.0000551111111111
11.sql	71	0	29	14	0	21	193559	0	291296	0	9117448	0	8	4	95680	582	0.010526685508862307	0.663663687600154	1.999145
10.sql	1095	712	180	202	422	148	861375	0	1519100	0	3225850	71757	10	6	344528	3039	0.002769744588606892	0.8992363721177387	1.0002289193750524
1.sql	3774	1010	180	2762	1010	148	0	0	0	0	0	0	0	0	344528	0	0.002769744588606892	0.8992363721177387	1.0002289193750524
