Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	2698	0	1034	163	0	904	0	0	0	0	0	0	0	0	319404	0	0.0012055807910219191	0.44823910927257354	1.000034247401776
8.sql	488	0	104	6	0	100	0	0	0	0	0	0	0	0	2603	0	0.012007634165367646	0.5405986415862214	1.0004055456515948
7.sql	856	0	270	8	0	260	0	0	0	0	0	0	0	0	5924	0	2.031482752173631E-4	0.25120065091505817	1.0001436567584565
6.sql	699	692	270	5	692	260	0	0	0	0	0	0	0	0	5924	0	2.031482752173631E-4	0.25120065091505817	1.0001436567584565
5.sql	1388	108	1271	5	88	1266	1494078	0	3176384	0	1516051907	963	22	13	7243	6352	2.5643521597505653E-4	0.3573095627456868	1.800303176608948
4.sql	1153	800	53	10	129	48	110043	0	167418	0	145275	17506	3	1	52523	334	0.0162808882850565	0.521092970207986	1.0
3.sql	1026	784	193	46	197	155	208289	0	397677	0	1448723	149922	6	3	30519	796	0.00875895073343422	0.7999074567544713	1.0003490476681727
21.sql	2705	2095	268	5	193	267	322353	0	576535	0	60198481	30529	13	10	4141	1154	0.004599343200032772	0.8961229202453134	1.0000989177643564
20.sql	1375	1	3	1	1	3	1301	0	2494	0	198033	551	6	3	263	5	0.21421320500325688	0.644474034620506	1.8074869192525287
2.sql	256	37	26	0	11	25	5437	0	11022	0	106303	1045	17	8	460	23	0.1401046015826936	0.9260036787052869	1.2037614807915042
19.sql	462	137	310	1	112	310	200356	0	614922	0	444526	141979	4	2	121	1230	0.005816717708518297	0.6965851383310642	1.000769672119677
18.sql	769	0	4	6	0	4	1512	0	2652	0	5693	609	7	5	399	6	0.2088384758092845	0.9128204232999363	1.0003401624487709
17.sql	1941	36	7	1	6	7	1439	0	8562	0	196715	363	7	4	587	17	0.15128761484656378	0.6428128388907316	1.001245
16.sql	449	57	89	279	56	75	148284	0	326129	0	118596	236778	5	2	118274	652	0.009679926449704196	0.6133178797596945	1.00023125
14.sql	274	204	51	16	196	41	152428	0	228744	0	105	199	4	2	75983	457	0.012857892295848864	0.571917808219178	1.00105
12.sql	272	230	26	13	227	22	62536	0	93929	0	3	250	4	2	30988	187	0.025914321045457083	0.5139654648099862	1.000166
11.sql	80	0	24	26	0	16	33552	0	35376	0	2731896	0	10	6	31680	71	0.05850324180582656	0.716775027780626	1.9935524999999998
10.sql	669	359	190	118	131	168	322584	0	579474	0	900211001	162106	9	5	114705	1158	0.0024542861581982427	0.013401827855774302	1.0021581084897815
1.sql	2308	370	190	1934	370	168	0	0	0	0	0	0	0	0	114705	0	0.0024542861581982427	0.013401827855774302	1.0021581084897815
