Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	1992	0	1307	160	0	1076	0	0	0	0	0	0	0	0	319404	0	0.001203596420318896	0.44027560611169997	1.0000434938250005
8.sql	578	1	108	5	0	104	0	0	0	0	0	0	0	0	2603	0	0.012372364207242867	0.6681674863037684	1.0001917908786717
7.sql	690	0	317	7	0	305	0	0	0	0	0	0	0	0	5924	0	6.213642130665681E-4	0.6210754065400034	1.0000719443426582
6.sql	1506	1497	317	5	1497	305	0	0	0	0	0	0	0	0	5924	0	6.213642130665681E-4	0.6210754065400034	1.0000719443426582
5.sql	1431	101	1320	4	84	1310	1558599	0	3304459	0	813971947	1273	31	18	7243	6608	2.532920017240119E-4	0.3573095633704656	1.800017663089891
4.sql	1185	913	63	11	128	58	110043	0	167418	0	145275	17506	3	1	52523	334	0.0162808882850565	0.521092970207986	1.0
3.sql	1001	790	164	44	196	140	208285	0	397669	0	1448595	149768	6	3	30519	796	0.00875739755204738	0.8011484699629579	1.0003545210461169
21.sql	2392	1869	255	5	248	254	313636	0	563704	0	60383020	29149	13	7	4141	1127	0.003911059145698247	0.2085373904810299	1.9896824126992103
20.sql	1275	1	3	1	1	3	1305	0	2501	0	197623	551	6	3	263	5	0.21486629082474326	0.6473597359735974	1.813044385393451
2.sql	259	37	31	1	9	30	5461	0	11060	0	108268	1044	17	9	460	23	0.1402884209596711	0.904706656499663	1.2020427307915043
19.sql	603	194	382	1	150	381	200356	0	614922	0	444526	141979	4	2	121	1230	0.005816717709377177	0.6965851383310642	1.000769672119677
18.sql	751	1	5	5	0	5	1632	0	2798	0	5165	395	6	5	399	5	0.12524335841777243	0.626123839199118	1.0000808273607928
17.sql	2219	39	6	1	10	6	1221	0	8494	0	194878	364	6	4	587	17	0.15387625783254585	0.6496960938797014	1.0
16.sql	451	56	90	283	55	75	148310	0	326327	0	118632	237183	5	2	118274	652	0.009446926190738988	0.5476013802846837	1.00020625
14.sql	232	168	47	14	159	38	152428	0	228744	0	105	199	4	2	75983	457	0.012857892296058786	0.571917808219178	1.00105
12.sql	249	206	28	12	202	24	62533	0	93923	0	3	249	4	2	30988	187	0.025935877079982395	0.5155616266858397	1.0001653333333334
11.sql	77	1	24	26	1	17	33686	0	35546	0	2727508	0	10	7	31680	71	0.05372940736064481	0.4292339208159165	1.98583
10.sql	647	339	189	116	108	155	322461	0	579184	0	900602769	162063	8	4	114705	1158	0.0024580725242990893	0.01375908099345568	1.0015292777182887
1.sql	2266	330	189	1933	330	155	0	0	0	0	0	0	0	0	114705	0	0.0024580725242990893	0.01375908099345568	1.0015292777182887
