Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	1972	0	1494	135	0	1326	0	0	0	0	0	0	0	0	979921	0	4.4900323036299947E-4	0.540744962978802	1.0000230296515538
8.sql	281	0	119	3	0	119	0	0	0	0	0	0	0	0	7644	0	0.004488970635422955	0.43614556154551193	1.0000560885966907
7.sql	1150	1	635	6	1	630	0	0	0	0	0	0	0	0	17331	0	1.2339960220722539E-4	0.47091646329216785	1.2400481701263966
6.sql	1050	1043	635	6	1043	630	0	0	0	0	0	0	0	0	17331	0	1.2339960220722539E-4	0.47091646329216785	1.2400481701263966
5.sql	1710	346	1358	3	307	1357	4202935	0	8934748	0	2219605277	570	13	9	22028	17870	8.704632416527316E-5	0.35724122624937155	1.8000321906152652
4.sql	1699	993	64	14	275	60	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1224	998	171	54	475	165	621625	0	1187418	0	4346913	449462	6	3	90026	2375	0.0032032246994593136	0.6665435940842359	1.000119366087018
21.sql	3315	2243	283	4	512	282	935306	0	1683789	0	180735179	88830	12	8	12426	3368	0.002100181419408904	0.856154813712165	1.9997975948341153
20.sql	2413	1	1	1	0	1	2558	0	4886	0	1543526	1140	6	3	741	10	0.2126874647888596	0.7325282309006874	1.9539396864356793
2.sql	291	45	21	1	3	21	13699	0	28018	0	354607	2544	18	8	1419	56	0.0689592310524028	0.6820676071094787	1.200865964458247
19.sql	549	365	175	0	325	175	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.0022004448114234386	0.6338582677165354	1.0002562302780331
18.sql	1181	0	2	6	0	2	2835	0	4488	0	11961	482	9	5	1253	9	0.18564965732611494	0.6581575077927311	1.0001225026065372
17.sql	3428	43	4	0	3	4	3264	0	22008	0	570431	754	6	4	1632	44	0.08128236262001189	0.5921813110592862	1.000415
16.sql	725	27	118	571	24	89	445306	0	979506	0	356480	711868	5	2	355733	1959	0.003830279207584115	0.6428667506245048	1.000065
14.sql	681	566	101	12	552	80	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846669809	0.6007194244604317	1.0003466666666667
12.sql	255	215	27	12	210	23	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	66	0	23	15	0	15	98218	0	101604	0	9070496	0	10	6	95680	204	0.027253482770687606	0.7612178358576535	1.9992158333333334
10.sql	1029	666	197	165	382	162	861446	0	1519240	0	3225666	71759	9	6	344528	3039	0.00271354780297854	0.7951654172155719	1.0002289193750524
1.sql	3702	913	197	2788	913	162	0	0	0	0	0	0	0	0	344528	0	0.00271354780297854	0.7951654172155719	1.0002289193750524
