Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	2985	0	2286	180	0	1983	0	0	0	0	0	0	0	0	979921	0	4.108671036855048E-4	0.3698995805386049	1.0000324742844224
8.sql	415	0	170	5	0	163	0	0	0	0	0	0	0	0	7644	0	0.005354604910128095	0.4629908745968973	1.0000598252720463
7.sql	979	0	399	6	0	384	0	0	0	0	0	0	0	0	17331	0	1.2322616922596277E-4	0.25120172560606097	1.0000060915892275
6.sql	790	784	399	5	783	384	0	0	0	0	0	0	0	0	17331	0	1.2322616922596277E-4	0.25120172560606097	1.0000060915892275
5.sql	1938	135	1796	5	84	1783	4203457	0	8936003	0	2223435610	1054	16	10	22028	17873	8.703683302632043E-5	0.35724122967393196	1.8000635850725533
4.sql	1592	1202	105	18	156	98	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1242	875	280	86	199	267	621629	0	1187422	0	4346900	449301	6	3	90026	2375	0.003203211980542692	0.6673599476825145	1.0001198942710816
21.sql	4309	2836	590	4	233	589	930966	0	1661328	0	180753233	92620	13	7	12426	3322	0.002115541089957503	0.8558321861102354	1.999803884309853
20.sql	2321	2	2	1	0	2	2555	0	4890	0	1543646	1277	6	3	741	10	0.2124577779465016	0.7307949231796927	1.9535730197690129
2.sql	421	78	26	1	5	25	14789	0	30139	0	453147	2495	21	10	1419	60	0.06322896541460635	0.6220104607318375	1.2007417977915802
19.sql	458	247	202	1	182	202	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1473	0	3	6	0	3	3112	0	4944	0	11961	357	8	5	1253	9	0.14683996335890404	0.5099438965292168	1.0000947248287595
17.sql	5032	81	8	0	13	8	3524	0	22078	0	572517	754	7	4	1632	44	0.08027605055079358	0.5847999259753239	1.0004288359398708
16.sql	1367	86	168	1098	80	144	445431	0	979651	0	356508	711704	5	2	355733	1959	0.0037736959919102224	0.6052596323096591	1.00010375
14.sql	396	262	112	20	237	89	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846669809	0.6007194244604317	1.0003466666666667
12.sql	355	278	57	17	267	51	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	116	0	48	24	0	34	193635	0	291306	0	9107932	0	9	5	95680	583	0.010576926136989183	0.6756033567801032	1.9992091666666667
10.sql	1448	826	377	243	386	327	967313	0	1737688	0	8099293916	486378	10	6	344528	3476	8.212724190358162E-4	0.004798558054877586	1.000953933156039
1.sql	3720	293	377	3425	293	327	0	0	0	0	0	0	0	0	344528	0	8.212724190358162E-4	0.004798558054877586	1.000953933156039
