Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	3123	0	2428	180	0	2042	0	0	0	0	0	0	0	0	979921	0	4.410938510095833E-4	0.3862700002187926	1.0000190286256876
8.sql	502	0	189	5	0	186	0	0	0	0	0	0	0	0	7644	0	0.005584910177000351	0.4425950496607235	1.0001036271795027
7.sql	1537	0	899	7	0	888	0	0	0	0	0	0	0	0	17331	0	1.0524803764193046E-4	0.3185599057341855	1.4800306798873384
6.sql	828	820	899	6	820	888	0	0	0	0	0	0	0	0	17331	0	1.0524803764193046E-4	0.3185599057341855	1.4800306798873384
5.sql	1994	154	1833	4	90	1825	4203122	0	8935263	0	8162282811	328	15	11	22028	17871	8.704568618666743E-5	0.35724119053346326	1.8000590002302965
4.sql	1786	1372	133	18	149	124	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1343	971	285	85	192	272	621629	0	1187422	0	4346931	449453	6	3	90026	2375	0.0032032101564929993	0.667359966271757	1.0001157774710612
21.sql	3895	2432	586	5	225	585	1121074	0	2180090	0	181668261	33210	12	8	12426	4361	0.001626744043674484	0.8541591004551907	1.9998085135892694
20.sql	2032	2	2	1	0	2	2555	0	4878	0	1537400	1139	6	3	741	10	0.21348018206430913	0.7350959979057833	1.9548396864356794
2.sql	418	79	31	1	7	31	19055	0	38678	0	830542	2526	23	10	1419	77	0.048928037936700614	0.6052477022871463	1.2007080477915804
19.sql	468	255	204	1	189	204	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.0022004448114234386	0.6338582677165354	1.0002562302780331
18.sql	1607	0	3	6	0	3	3130	0	4964	0	10456	538	9	5	1253	9	0.14542076755768177	0.5028454706938068	1.0000710564244013
17.sql	4232	75	9	0	6	9	3275	0	22078	0	572517	754	7	4	1632	44	0.0802757351782049	0.5847999259751608	1.000415
16.sql	1358	60	176	1106	54	145	445306	0	979506	0	356480	711868	5	2	355733	1959	0.003830279207584115	0.6428667506245048	1.000065
14.sql	407	278	108	20	253	88	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846669809	0.6007194244604317	1.0003466666666667
12.sql	392	316	57	17	305	48	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	105	1	36	22	1	24	98191	0	101612	0	9053700	0	10	6	95680	204	0.02725241702018772	0.7612178280117129	1.99920875
10.sql	1248	700	299	248	247	251	861417	0	1519175	0	3225904	71759	9	6	344528	3039	0.0027358254265598472	0.8323450952325792	1.0002471483594526
1.sql	3752	295	299	3454	295	251	0	0	0	0	0	0	0	0	344528	0	0.0027358254265598472	0.8323450952325792	1.0002471483594526
