Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
q21.sql,true,8695,1717,606,46,11,160,1557,0,0,0,0,0,448,0,0,0,0,11787,0.0,0.0,0.0,0,0,0,0
q21.sql,false,668,537,117,11,3,145,392,0,0,0,0,0,401,0,0,0,0,11787,0.0,0.0,0.0,0,0,0,0
q20.sql,true,7,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6549,0.0,0.0,0.0,0,0,0,0
q20.sql,true,197,65,0,0,131,65,0,0,0,0,0,0,0,0,0,0,0,2733944,0.0,0.0,0.0,0,0,0,0
q20.sql,true,786,489,292,5,0,0,489,0,0,0,0,0,1021,0,0,0,0,17821,0.0,0.0,0.0,0,0,0,0
q20.sql,true,7,3,2,1,1,1,2,0,0,0,1,0,12,0,0,0,0,553,0.0,0.0,0.0,0,0,0,0
q20.sql,false,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6549,0.0,0.0,0.0,0,0,0,0
q20.sql,false,182,49,0,0,133,49,0,0,0,0,0,0,0,0,0,0,0,2733944,0.0,0.0,0.0,0,0,0,0
q20.sql,false,590,501,83,6,0,0,501,0,0,0,0,0,1051,0,0,0,0,17821,0.0,0.0,0.0,0,0,0,0
q20.sql,false,6,3,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,553,0.0,0.0,0.0,0,0,0,0
q19.sql,true,1173,925,223,3,22,135,790,0,22,0,0,0,348,0,0,0,0,328,0.0,0.0,0.0,0,0,0,0
q19.sql,false,770,735,32,2,1,128,607,0,1,0,0,0,346,0,0,0,0,328,0.0,0.0,0.0,0,0,0,0
q18.sql,true,165,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,17996609,0.0,0.0,0.0,0,0,0,0
q18.sql,true,56,1,49,0,6,0,1,0,0,0,0,0,2072,0,0,0,0,196,0.0,0.0,0.0,0,0,0,0
q18.sql,false,162,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,17996609,0.0,0.0,0.0,0,0,0,0
q18.sql,false,52,0,47,2,3,0,0,0,0,0,0,0,2045,0,0,0,0,196,0.0,0.0,0.0,0,0,0,0
q17.sql,true,162,1,0,0,161,0,1,0,161,0,0,0,0,0,0,0,0,17996609,0.0,0.0,0.0,0,0,0,0
q17.sql,true,87,72,10,4,1,2,70,0,1,0,0,0,8,0,0,0,0,1578,0.0,0.0,0.0,0,0,0,0
q17.sql,false,25,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,17996609,0.0,0.0,0.0,0,0,0,0
q17.sql,false,78,71,2,4,1,4,67,0,1,0,0,0,14,0,0,0,0,1578,0.0,0.0,0.0,0,0,0,0
q16.sql,true,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0,0,0,0
q16.sql,true,1437,0,448,568,421,0,0,0,421,0,0,0,941,0,0,0,0,2398800,0.0,0.0,0.0,0,0,0,0
q16.sql,false,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0,0,0,0
q16.sql,false,1769,0,1016,211,542,0,0,0,542,0,0,0,970,0,0,0,0,2398800,0.0,0.0,0.0,0,0,0,0
q14.sql,true,604,123,134,199,148,117,6,0,148,0,0,0,134,0,0,0,0,232993,0.0,0.0,0.0,0,0,0,0
q14.sql,false,342,77,15,85,165,72,5,0,165,0,0,0,132,0,0,0,0,232993,0.0,0.0,0.0,0,0,0,0
q12.sql,true,219,96,10,14,99,93,3,8,79,12,0,0,54,0,0,0,0,93421,0.0,0.0,0.0,0,0,0,0
q12.sql,false,153,36,8,10,98,35,1,8,81,9,0,0,54,0,0,0,0,93421,0.0,0.0,0.0,0,0,0,0
q11.sql,true,71,2,6,28,35,2,0,0,35,0,0,0,25,0,0,0,0,99600,0.0,0.0,0.0,0,0,0,0
q11.sql,true,57,1,6,46,4,1,0,0,35,0,0,0,30,0,0,0,0,99600,0.0,0.0,0.0,0,0,0,0
q11.sql,false,70,1,5,31,33,1,0,0,33,0,0,0,24,0,0,0,0,99600,0.0,0.0,0.0,0,0,0,0
q11.sql,false,26,1,6,15,4,1,0,0,33,0,0,0,30,0,0,0,0,99600,0.0,0.0,0.0,0,0,0,0
q10.sql,true,340,105,36,46,153,66,39,0,0,0,0,0,322,0,0,0,0,337586,0.0,0.0,0.0,0,0,0,0
q10.sql,false,335,121,35,75,104,83,38,0,0,0,0,0,322,0,0,0,0,337586,0.0,0.0,0.0,0,0,0,0
q09.sql,false,493,11,317,154,11,8,3,0,0,0,0,0,2876,0,0,0,0,980117,0.0,0.0,0.0,0,0,0,0
q08.sql,true,79,32,20,2,25,14,18,0,25,0,0,0,207,0,0,0,0,7167,0.0,0.0,0.0,0,0,0,0
q08.sql,true,8,0,0,0,7,0,0,2,3,2,0,0,0,0,0,0,0,7167,0.0,0.0,0.0,0,0,0,0
