Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
q21.sql,true,21697,2558,774,46,13,432,2126,0,0,0,0,0,2522,0,0,0,0,39445,0.0,0.0,0.0,0,0,0,0
q21.sql,false,2236,1808,390,34,4,413,1395,0,0,0,0,0,2385,0,0,0,0,39445,0.0,0.0,0.0,0,0,0,0
q20.sql,true,21,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21999,0.0,0.0,0.0,0,0,0,0
q20.sql,true,826,152,0,0,674,152,0,0,0,0,0,0,0,0,0,0,0,9099165,0.0,0.0,0.0,0,0,0,0
q20.sql,true,2870,1123,1719,27,0,0,1123,0,0,0,0,0,7798,0,0,0,0,59593,0.0,0.0,0.0,0,0,0,0
q20.sql,true,14,5,4,2,2,0,5,0,0,0,2,0,6,0,0,0,0,1800,0.0,0.0,0.0,0,0,0,0
q20.sql,false,21,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21999,0.0,0.0,0.0,0,0,0,0
q20.sql,false,698,58,0,0,640,58,0,0,0,0,0,0,0,0,0,0,0,9099165,0.0,0.0,0.0,0,0,0,0
q20.sql,false,1223,970,228,24,0,0,970,0,0,0,0,0,7703,0,0,0,0,59593,0.0,0.0,0.0,0,0,0,0
q20.sql,false,9,6,1,1,1,1,5,0,0,0,1,0,7,0,0,0,0,1800,0.0,0.0,0.0,0,0,0,0
q19.sql,true,1611,1165,425,2,19,301,864,0,19,0,0,0,4376,0,0,0,0,1117,0.0,0.0,0.0,0,0,0,0
q19.sql,false,1236,944,290,1,1,313,631,0,1,0,0,0,4760,0,0,0,0,1117,0.0,0.0,0.0,0,0,0,0
q18.sql,true,459,1,0,0,458,1,0,0,0,0,0,0,0,0,0,0,0,59986052,0.0,0.0,0.0,0,0,0,0
q18.sql,true,345,0,339,1,5,0,0,0,0,0,0,0,15688,0,0,0,0,693,0.0,0.0,0.0,0,0,0,0
q18.sql,false,454,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,59986052,0.0,0.0,0.0,0,0,0,0
q18.sql,false,287,0,285,0,2,0,0,0,0,0,0,0,14648,0,0,0,0,693,0.0,0.0,0.0,0,0,0,0
q17.sql,true,252,0,0,0,252,0,0,0,252,0,0,0,0,0,0,0,0,59986052,0.0,0.0,0.0,0,0,0,0
q17.sql,true,188,149,36,2,1,2,147,0,1,0,0,0,40,0,0,0,0,5380,0.0,0.0,0.0,0,0,0,0
q17.sql,false,58,0,0,0,58,0,0,0,58,0,0,0,0,0,0,0,0,59986052,0.0,0.0,0.0,0,0,0,0
q17.sql,false,161,150,7,3,1,4,146,0,1,0,0,0,107,0,0,0,0,5380,0.0,0.0,0.0,0,0,0,0
