Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
33c.sql,true,7823,584,253,34,1,47,537,0,1,0,0,0,72,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,false,358,278,73,7,0,27,251,0,0,0,0,0,35,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33b.sql,true,95,63,18,14,0,47,16,0,0,0,0,0,14,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,false,93,33,59,1,0,17,16,0,0,0,0,0,21,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33a.sql,true,135,42,92,0,0,21,21,0,0,0,0,0,32,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,false,103,42,48,13,0,21,21,0,0,0,0,0,15,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
32b.sql,true,189,1,180,7,1,1,0,0,1,0,0,0,71,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,false,50,1,40,8,1,1,0,0,0,0,0,0,72,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32a.sql,true,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,false,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
31c.sql,true,361,298,39,22,1,260,38,0,1,0,0,0,81,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,false,160,147,9,3,1,108,39,0,1,0,0,0,76,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31b.sql,true,142,136,4,2,0,83,53,0,0,0,0,0,16,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31b.sql,false,123,117,5,0,0,74,43,0,0,0,0,0,20,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31a.sql,true,93,85,5,2,0,46,39,0,0,0,0,0,49,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
31a.sql,false,97,88,5,2,1,47,41,0,1,0,0,0,44,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
