Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	12724	0	10753	435	0	9031	0	0	0	0	0	0	0	0	2542733	0	4.619500089070226E-5	0.013466614505051327	1.0728573333333333
8.sql	1613	0	817	32	0	776	0	0	0	0	0	0	0	0	91038	0	0.0012276586724750058	0.5305055702800062	1.2766525649744849
7.sql	2579	0	2053	21	0	2028	0	0	0	0	0	0	0	0	75200	0	1.532419634853195E-4	0.8201765861777011	1.240044938580252
6.sql	501	490	2053	7	490	2028	0	0	0	0	0	0	0	0	75200	0	1.532419634853195E-4	0.8201765861777011	1.240044938580252
5.sql	1206	170	1015	17	136	969	1464010	0	2945772	0	47480273988	1341613	16	9	120311	5891	2.6350093217361207E-4	0.35844665208129944	1.8001536157479416
4.sql	1505	1029	161	24	117	148	332588	0	503072	0	512684	52298	3	1	162012	1006	0.006763261927938046	0.6343268178042035	1.0
3.sql	1026	754	127	142	199	112	184440	0	317770	0	690061352	66786	6	3	78911	636	0.00988711317810268	0.8062313864081322	1.0005604785067121
21.sql	3312	2143	939	13	486	934	1473724	0	2668317	0	17615662183	181996	16	9	33699	5337	0.0014356587427782521	0.5993548774192745	1.9997893156748119
20.sql	1332	5	14	16	0	12	26506	0	30256	0	3616058	525	6	3	24001	60	0.0637319771489163	0.5778833670411281	1.9882978542784229
2.sql	229	30	14	1	11	14	1633	0	3236	0	511759	1639	8	7	20	6	0.06340835206165114	0.32093121268592883	1.2801662387516874
19.sql	311	220	75	2	193	75	123718	0	370908	0	123716	123676	4	2	18	741	0.008423915813350464	0.5231908054930224	1.00096
18.sql	2956	1	1577	457	1	1185	3487753	0	5277255	0	495152423128	1690429	22	11	1500000	10555	8.198101962928048E-4	0.7488226416668279	1.0387665
17.sql	1983	33	334	1	7	334	4386	0	2557126	0	369832790329	4360	8	4	0	5114	3.972899608470948E-4	0.2500115783517868	1.0000352440651512
16.sql	600	56	198	323	53	158	319967	0	669761	0	1089807	579492	5	2	289514	1339	0.004493210487931674	0.5555679704150992	1.00026125
14.sql	286	248	25	10	245	20	71440	0	107277	0	35634	35836	4	2	35472	214	0.023776133865797223	0.5574780064562438	1.001175
12.sql	417	336	54	24	331	46	157854	0	236906	0	78807	79052	4	2	78651	473	0.012246023450081354	0.5235109717868338	1.000166
11.sql	318	0	143	56	0	77	307591	0	459953	0	2695962009	504	10	5	152080	919	0.006182347943160489	0.5000069906636561	1.99809
10.sql	1335	574	491	268	104	400	699132	0	1078017	0	26442980030	130224	9	5	433344	2157	0.001317022134122667	0.04888641523784704	1.0012078686883688
1.sql	2232	339	491	1890	339	400	0	0	0	0	0	0	0	0	433344	0	0.001317022134122667	0.04888641523784704	1.0012078686883688
