Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	12331	0	10360	425	0	9032	0	0	0	0	0	0	0	0	2542733	0	4.2515410238140776E-5	0.013466247918244112	1.0749334166666666
8.sql	1707	0	815	32	0	729	0	0	0	0	0	0	0	0	91038	0	0.0013210571999513246	0.6856574871240818	1.2767680610881742
7.sql	1876	1	1341	22	1	1325	0	0	0	0	0	0	0	0	75200	0	1.720513924659717E-4	0.8383472201066533	1.2400832750000381
6.sql	425	415	1341	7	415	1325	0	0	0	0	0	0	0	0	75200	0	1.720513924659717E-4	0.8383472201066533	1.2400832750000381
5.sql	1191	149	1019	17	120	997	1656303	0	3331344	0	47990931642	1520602	27	18	120311	6662	2.552760924396697E-4	0.3584466442976191	1.8001522509732073
4.sql	1469	1017	163	24	120	150	332588	0	503072	0	512684	52298	3	1	162012	1006	0.006763261927938046	0.6343268178042035	1.0
3.sql	1280	1059	126	91	263	106	184463	0	317820	0	690114268	66758	6	3	78911	636	0.009797262496450528	0.78125	1.0003813110819073
21.sql	4197	2477	1491	14	207	1486	2277510	0	4497670	0	74609070563	785463	13	7	33699	8996	8.572027060078273E-4	0.5796924589470147	1.9997792899093059
20.sql	1296	5	13	16	1	10	26470	0	30220	0	3613690	530	6	3	24001	60	0.06411962282516141	0.587759480777721	1.9888291026509037
2.sql	383	31	187	0	12	187	224506	0	466208	0	2812187822	239528	27	12	20	932	0.00135745905631472	0.35856369995595455	1.6805487293780934
19.sql	334	231	87	1	205	87	123718	0	370908	0	123716	123676	4	2	18	741	0.008423915813350464	0.5231908054930224	1.00096
18.sql	3118	1	1622	425	0	1259	3476333	0	5258732	0	494496654027	1683184	22	9	1500000	10517	7.818653640197454E-4	0.557817657368985	1.0387735
17.sql	2044	32	325	1	5	324	4616	0	2557050	0	369818196650	4590	8	4	0	5114	3.97296009070041E-4	0.2500115783196577	1.0000670773984845
16.sql	605	58	196	327	55	155	319967	0	669761	0	1089807	579492	5	2	289514	1339	0.004493210487931674	0.5555679704150992	1.00026125
14.sql	342	302	27	10	300	22	71440	0	107277	0	35634	35836	4	2	35472	214	0.023776133829706145	0.5574780064562438	1.001175
12.sql	684	602	54	24	595	44	157854	0	236906	0	78807	79052	4	2	78651	473	0.012246023450081354	0.5235109717868338	1.000166
11.sql	265	0	112	47	0	68	307522	0	459833	0	2696446826	487	10	5	152080	919	0.006199637748515103	0.5000375053445116	1.9979425000000002
10.sql	1578	773	533	270	127	399	699199	0	1078116	0	26443843555	130198	9	5	433344	2156	0.001313205137404404	0.05144282929751176	1.001341202021702
1.sql	2207	313	533	1890	313	399	0	0	0	0	0	0	0	0	433344	0	0.001313205137404404	0.05144282929751176	1.001341202021702
