Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	12748	1	10375	436	1	9083	0	0	0	0	0	0	0	0	2542733	0	4.587255531399417E-5	0.013466925900274842	1.1152488333333332
8.sql	1580	0	891	33	0	818	0	0	0	0	0	0	0	0	91038	0	0.001319952561841755	0.6929988436213821	1.2766613635144766
7.sql	2049	0	1534	22	0	1504	0	0	0	0	0	0	0	0	75200	0	1.9237085054934865E-4	0.6482000134955189	1.2400766083333716
6.sql	706	694	1534	9	694	1504	0	0	0	0	0	0	0	0	75200	0	1.9237085054934865E-4	0.6482000134955189	1.2400766083333716
5.sql	1468	175	1272	17	136	1222	1692959	0	3406371	0	48009097127	1555452	22	13	120311	6812	2.538329578264833E-4	0.358446505927615	1.0001205868109562
4.sql	1659	1162	181	24	142	166	332588	0	503072	0	512684	52298	3	1	162012	1006	0.006763261927938046	0.6343268178042035	1.0
3.sql	1212	993	125	92	250	108	184471	0	317828	0	690114255	66773	6	3	78911	636	0.00975161972091516	0.7566906050573365	1.0003372250662173
21.sql	3160	2028	934	13	241	929	1473279	0	2667232	0	17574990168	181962	16	8	33699	5335	0.001435464924516141	0.5975931389309805	1.99979781676519
20.sql	1364	5	12	16	1	10	26392	0	30262	0	3615261	646	6	3	24001	61	0.07024948240308386	0.790684232028098	1.996597854278423
2.sql	200	38	14	0	20	13	1548	0	3062	0	565804	1721	8	7	20	6	0.06336219227552518	0.320935119645	1.28031125
19.sql	309	225	69	1	197	69	123718	0	370908	0	123716	123676	4	2	18	741	0.008423915813350464	0.5231908054930224	1.00096
18.sql	3278	0	1651	421	0	1264	3488387	0	5277151	0	495601854237	1690005	24	11	1500000	10555	8.291291193236986E-4	0.805367886586248	1.0387735
17.sql	1927	35	329	1	6	329	4410	0	2557126	0	369732596569	4418	8	4	0	5114	3.9728232943810613E-4	0.2500115779437186	1.0
16.sql	608	69	185	331	66	146	320035	0	669887	0	1089847	579574	5	2	289514	1339	0.004426159486053342	0.5188789539045915	1.00031125
14.sql	363	318	27	15	315	22	71440	0	107277	0	35634	35836	4	2	35472	214	0.023776133829706145	0.5574780064562438	1.001175
12.sql	851	768	51	24	762	42	157854	0	236906	0	78807	79052	4	2	78651	473	0.012246023450081354	0.5235109717868338	1.000166
11.sql	288	0	129	51	0	76	307424	0	459700	0	2695955235	499	10	5	152080	919	0.006381807438779324	0.5897878332328237	1.9986875
10.sql	1465	721	481	260	96	353	699185	0	1078109	0	26443320227	130264	9	5	433344	2157	0.0013182143452136349	0.05158176926079177	1.0011558808259189
1.sql	2143	290	481	1849	290	353	0	0	0	0	0	0	0	0	433344	0	0.0013182143452136349	0.05158176926079177	1.0011558808259189
