Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	14866	1	12877	429	1	11690	0	0	0	0	0	0	0	0	2542733	0	3.477431623081855E-5	0.06560618849005685	1.4165222499999999
8.sql	1562	0	831	33	0	763	0	0	0	0	0	0	0	0	91038	0	0.0011936047919842011	0.6964297043898586	1.276674281034576
7.sql	2433	0	1868	22	0	1854	0	0	0	0	0	0	0	0	75200	0	1.515220138372598E-4	0.7578961554250797	1.2400463787037306
6.sql	493	482	1868	8	482	1854	0	0	0	0	0	0	0	0	75200	0	1.515220138372598E-4	0.7578961554250797	1.2400463787037306
5.sql	1138	143	972	17	110	939	1462754	0	2942892	0	47483393630	1340938	13	9	120311	5885	2.637383206738064E-4	0.35844663933440063	1.8000248333333335
4.sql	1293	832	131	24	131	121	332588	0	503072	0	512684	52298	3	1	162012	1006	0.006763261927938046	0.6343268178042035	1.0
3.sql	967	766	109	90	169	94	184463	0	317820	0	690114268	66758	6	3	78911	636	0.009797262496450528	0.78125	1.0003813110819073
21.sql	2756	1656	866	14	237	863	1595701	0	2961725	0	17819486909	750049	16	9	33699	5923	0.001287293295147778	0.5970973252316163	1.9998160065255148
20.sql	1335	5	13	15	1	10	26371	0	30232	0	3612967	641	6	3	24001	61	0.07080048328361188	0.8084389531497439	1.9971186865267434
2.sql	218	33	14	0	12	13	1547	0	3071	0	675871	1639	8	7	20	6	0.06564522700337838	0.23054588353890523	1.2819747187921813
19.sql	331	215	101	1	185	101	123718	0	370908	0	123716	123676	4	2	18	741	0.008423915813350464	0.5231908054930224	1.00096
18.sql	2916	0	1531	449	0	1220	3670804	0	5643092	0	494237913675	1873493	28	11	1500000	11287	7.83412612665546E-4	0.8231641856778918	1.068312
17.sql	1677	31	350	1	5	350	4410	0	2557126	0	369732596569	4418	8	4	0	5114	3.9728232943810613E-4	0.2500115779437186	1.0
16.sql	567	67	170	308	63	131	319952	0	669887	0	1089824	579823	5	2	289514	1339	0.004426081756087381	0.518878952746268	1.00020625
14.sql	362	324	25	10	321	20	71440	0	107277	0	35634	35836	4	2	35472	214	0.023776133829706145	0.5574780064562438	1.001175
12.sql	365	292	46	24	286	38	157849	0	236896	0	78806	79049	4	2	78651	473	0.012263718233625306	0.5268023703444702	1.0001646666666666
11.sql	237	1	93	49	1	49	156440	0	161274	0	2845716132	831	13	7	152080	322	0.014823355657406468	0.5663084320314961	1.99529
10.sql	1316	706	354	253	112	261	699389	0	1078448	0	26445237042	130277	9	5	433344	2156	0.0013167814567776382	0.047971352735306144	1.0012558808259189
1.sql	2229	335	354	1890	335	261	0	0	0	0	0	0	0	0	433344	0	0.0013167814567776382	0.047971352735306144	1.0012558808259189
