Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	12540	0	10602	432	0	9425	0	0	0	0	0	0	0	0	2542733	0	4.2528144218940626E-5	0.01346619516852882	1.07492925
8.sql	1519	0	856	31	0	788	0	0	0	0	0	0	0	0	91038	0	2.6936037935530385E-4	0.4634152061688432	1.916742912907901
7.sql	2083	0	1638	22	0	1624	0	0	0	0	0	0	0	0	75200	0	1.526969030292323E-4	0.8026327285044766	1.2400464672839573
6.sql	462	453	1638	7	453	1624	0	0	0	0	0	0	0	0	75200	0	1.526969030292323E-4	0.8026327285044766	1.2400464672839573
5.sql	1289	147	1123	16	120	1093	1697621	0	3415993	0	48026844519	1559476	22	13	120311	6831	2.536834434583751E-4	0.35844652804029853	1.0001414635497676
4.sql	1066	654	106	24	101	98	332588	0	503072	0	512684	52298	3	1	162012	1006	0.006763261927938046	0.6343268178042035	1.0
3.sql	1191	996	102	90	198	84	184463	0	317820	0	690114268	66758	6	3	78911	636	0.009797262496450528	0.78125	1.0003813110819073
21.sql	2696	1700	772	14	249	770	1472729	0	2666166	0	17550396615	181708	12	8	33699	5333	0.0014370921821371702	0.6000065398063732	1.999785380393476
20.sql	1183	4	10	16	0	9	26506	0	30256	0	3616060	526	6	3	24001	60	0.06373218813508902	0.5778833160545227	1.9883186865267433
2.sql	188	28	12	0	12	12	843	0	1716	0	438356	875	5	4	20	3	7.551454494638225E-5	1.515741172980279E-4	1.2802099793780932
19.sql	402	216	173	1	189	173	123718	0	370908	0	123716	123676	4	2	18	741	0.008423915813350464	0.5231908054930224	1.00096
18.sql	2354	1	1006	420	0	732	3480895	0	5100904	0	555482449853	1615743	21	10	1500000	10202	8.6318296768262E-4	0.7102272727272727	1.0446148333333334
17.sql	1640	31	313	0	7	312	4639	0	2557050	0	369718002890	4646	8	4	0	5114	3.972882526941517E-4	0.2500115779115906	1.0000318333333333
16.sql	551	54	164	313	50	122	320035	0	669887	0	1089847	579574	5	2	289514	1339	0.004426159486053342	0.5188789539045915	1.00031125
14.sql	321	287	23	9	284	19	71440	0	107277	0	35634	35836	4	2	35472	214	0.023776133829706145	0.5574780064562438	1.001175
12.sql	429	355	48	23	350	39	157849	0	236896	0	78806	79049	4	2	78651	473	0.012263718233625306	0.5268023703444702	1.0001646666666666
11.sql	250	1	108	47	1	65	307423	0	459700	0	2695955197	503	10	5	152080	919	0.006381806141500075	0.589787833288144	1.99868875
10.sql	1295	695	356	242	107	249	699126	0	1077985	0	26445143148	130168	8	4	433344	2156	0.0013190756115760219	0.049718949702076555	1.0008478686883688
1.sql	2150	309	356	1837	309	249	0	0	0	0	0	0	0	0	433344	0	0.0013190756115760219	0.049718949702076555	1.0008478686883688
