Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	14732	0	12675	440	0	10919	0	0	0	0	0	0	0	0	2542733	0	3.576610296074713E-5	0.06589671070157968	1.30711925
8.sql	1622	0	882	35	0	819	0	0	0	0	0	0	0	0	91038	0	2.7127575855282843E-4	0.46344864466178703	1.9168373742282485
7.sql	2573	0	2049	24	0	2019	0	0	0	0	0	0	0	0	75200	0	1.5019002091319392E-4	0.8133983907447522	1.2400716052469187
6.sql	545	534	2049	8	534	2019	0	0	0	0	0	0	0	0	75200	0	1.5019002091319392E-4	0.8133983907447522	1.2400716052469187
5.sql	1171	161	984	19	133	942	1698343	0	3417541	0	48031114783	1560284	23	14	120311	6836	2.5358817229262674E-4	0.3584466108021198	1.8000018333333334
4.sql	1642	1158	180	25	111	165	332588	0	503072	0	512684	52298	3	1	162012	1006	0.006763261927938046	0.6343268178042035	1.0
3.sql	1200	997	109	91	192	86	184440	0	317770	0	690061352	66786	6	3	78911	636	0.009887113157625367	0.8062313864081322	1.0005604785067121
21.sql	2982	1617	765	14	198	762	1435125	0	2578170	0	17546089039	215271	14	8	33699	5157	0.0014878124853716101	0.6003044533584071	1.999810470511503
20.sql	1276	5	12	16	1	10	26371	0	30232	0	3612965	640	6	3	24001	61	0.0708002749884244	0.8084389148729775	1.997097854278423
2.sql	223	31	11	0	12	11	624	0	1259	0	1003966	612	4	3	20	2	0.1604675598225	0.320935119645	1.0
19.sql	520	429	78	1	402	77	123718	0	370908	0	123716	123676	4	2	18	741	0.008423915813350464	0.5231908054930224	1.00096
18.sql	2436	1	1132	440	1	819	3479648	0	5098032	0	555917875051	1613722	21	10	1500000	10196	8.516428612464562E-4	0.6510416666666666	1.0445871666666666
17.sql	1786	29	322	1	5	322	4616	0	2557050	0	369818196650	4590	8	4	0	5114	3.972958841044975E-4	0.2500115783196577	1.0000670773984845
16.sql	565	56	174	314	53	132	319967	0	669761	0	1089807	579492	5	2	289514	1339	0.004493210487931674	0.5555679704150992	1.00026125
14.sql	331	294	25	9	291	20	71440	0	107277	0	35634	35836	4	2	35472	214	0.023776133829706145	0.5574780064562438	1.001175
12.sql	440	356	56	24	351	49	157849	0	236896	0	78806	79049	4	2	78651	473	0.012263718233625306	0.5268023703444702	1.0001646666666666
11.sql	257	1	101	54	1	49	156232	0	161014	0	2845693601	682	12	7	152080	322	0.01549361843196266	0.6630813808464884	1.9969875
10.sql	1368	694	416	255	127	311	699140	0	1077960	0	26445034973	130187	8	4	433344	2156	0.0013191738169118742	0.04964602701793084	1.0008914100578639
1.sql	2237	345	416	1888	345	311	0	0	0	0	0	0	0	0	433344	0	0.0013191738169118742	0.04964602701793084	1.0008914100578639
