1956	0	3711154	3711154	13853	13853	8
92	0	117995	117995	456	456	8
26	0	10269	10269	41	41	8
22	0	13003	13003	51	51	8
1141	0	2690851	2690851	10004	10004	7
8304	0	16425221	16425221	63309	63309	7
18	0	1159	1159	5	5	7
24	0	27686	27686	111	111	7
1340	0	1721717	1721717	6680	6680	8
10	0	2520	2520	10	10	8
36	0	36622	36622	145	145	8
1333	0	1625928	1625928	6447	6447	5
10	0	4657	4657	19	19	5
107	0	256122	256122	1025	1025	5
7	0	541	541	3	3	5
8	0	2028	2028	9	9	5
9	0	3915	3915	16	16	5
10	0	4746	4746	19	19	5
5	0	805	805	4	4	5
6	0	502	502	3	3	5
27	0	37533	37533	141	141	5
7	0	4792	4792	20	20	5
18	0	19591	19591	77	77	5
24	0	31001	31001	122	122	4
8	0	7138	7138	29	29	4
15	0	16147	16147	65	65	4
40	0	33344	33344	131	131	14
24	0	12921	12921	51	51	14
38	0	32103	32103	127	127	14
41	0	87134	87134	348	348	6
2	0	1004	1004	5	5	6
90	0	117386	117386	448	448	11
20	0	8472	8472	33	33	11
78	0	86025	86025	331	331	11
209	0	255685	255685	927	927	12
26	0	10167	10167	38	38	12
232	0	267263	267263	987	987	12
164	0	305242	305242	1156	1156	5
3	0	813	813	4	4	5
128	0	236698	236698	939	939	5
132	0	238888	238888	946	946	5
95	0	119480	119480	382	382	17
27	0	11497	11497	44	44	17
101	0	104066	104066	331	331	17
161	0	190252	190252	659	659	14
82	0	69109	69109	273	273	14
97	0	96457	96457	356	356	14
45	0	32541	32541	119	119	12
29	0	21738	21738	79	79	12
27	0	23043	23043	86	86	12
369	0	403035	403035	1536	1536	12
139	0	185138	185138	673	673	12
155	0	159615	159615	607	607	12
253	0	329983	329983	1168	1168	9
8	0	1930	1930	8	8	9
105	0	131557	131557	497	497	9
19	0	8907	8907	34	34	12
32	0	22916	22916	89	89	12
20	0	12197	12197	46	46	11
18	0	8733	8733	35	35	11
22	0	16673	16673	60	60	11
1228	0	2336909	2336909	9047	9047	11
175	0	230769	230769	795	795	11
61	0	52646	52646	208	208	11
79	0	93822	93822	336	336	11
33	0	32605	32605	121	121	9
118825	0	8066	8066	32	32	9
22	0	26608	26608	99	99	9
261	0	302926	302926	1170	1170	10
16	0	7304	7304	28	28	10
22	0	18856	18856	69	69	10
8	0	590	590	3	3	5
10	0	1236	1236	6	6	5
8	0	1099	1099	5	5	5
10	0	1201	1201	5	5	5
4733	0	10540130	10540130	37040	37040	10
53	0	90267	90267	347	347	10
12	0	1108	1108	5	5	10
20	0	13349	13349	52	52	10
261	0	521271	521271	1935	1935	7
19	0	21291	21291	85	85	7
164	0	284228	284228	1132	1132	7
2060	0	3473629	3473629	12186	12186	7
4822	0	8583540	8583540	34147	34147	7
1252	0	2264236	2264236	9055	9055	7
83	0	229804	229804	914	914	7
853	0	1215019	1215019	4783	4783	7
1306	0	2422705	2422705	9689	9689	7
363	0	668882	668882	2404	2404	8
471	0	871087	871087	3166	3166	8
6525	0	9693110	9693110	34504	34504	8
40	0	86128	86128	344	344	8
44	0	71644	71644	255	255	9
17	0	12890	12890	48	48	9
14	0	4976	4976	20	20	9
16	0	9090	9090	35	35	9
72	0	87746	87746	321	321	8
7	0	1203	1203	5	5	8
53	0	56391	56391	214	214	8
4104	0	8485013	8485013	31275	31275	9
9	0	3946	3946	15	15	9
15	0	13016	13016	44	44	9
447	0	866284	866284	2810	2810	9
128	0	227673	227673	879	879	8
8	0	3679	3679	14	14	8
26	0	28220	28220	110	110	8
97	0	157303	157303	570	570	8
55	0	83981	83981	311	311	8
6	0	868	868	3	3	8
12	0	10898	10898	41	41	8
297	0	1492597	1492597	5969	5969	7
4	0	26	26	1	1	7
15	0	14968	14968	58	58	7
