Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2800	495	46	3711280	199685	6926504	0	33269754281	1588707	398	256	483082	13853	0.035218473595081165	0.3616173816893602	1.379202067244653
9c.sql	448	353	0	118192	7543	228280	0	160754005	60310	125	96	8144	456	0.024490517565589703	0.3406758911187271	1.6841594956467474
9b.sql	980	954	0	10415	714	20582	0	123385588	7964	38	34	40	41	0.04706165728421912	0.3439743187434508	1.6941680177103253
9a.sql	610	588	0	13190	1623	25748	0	138389693	9836	33	27	121	51	0.04062061016668733	0.3407635015107029	1.6841158158979377
8d.sql	1265	9	3	2691101	312532	5002001	0	145726012	679115	179	121	323005	10004	0.03236519073993252	0.4186028156150248	1.7991662028251632
8c.sql	9131	9	19	16425393	2109232	31654688	0	7426862597147	3551865	190	134	2487611	63309	0.03930675061752783	0.38588850225204596	1.7421671048386864
8b.sql	1101	1081	0	1409	309	2623	0	7997824	505	8	6	6	5	0.06445736234800231	0.31406627638433854	1.644304489088515
8a.sql	321	296	0	27762	1291	55304	0	24143172	25056	41	35	62	111	0.02426339564542503	0.382262996941896	1.6483239145763875
7c.sql	2077	726	0	1721842	161372	3339992	0	389668479	524450	212	163	68185	6680	0.012153599157748534	0.3010169772128611	1.0055357959494902
7b.sql	375	364	0	2771	257	5442	0	295495	1347	13	11	16	10	0.023890970117858245	0.15376288593021842	1.3593294537454916
7a.sql	548	511	1	36794	2578	72683	0	7739258	29899	81	67	32	145	0.008442781672674612	0.21241146575638492	1.9640922424785097
6f.sql	1900	215	10	1625967	901	3223146	0	468242063	1544	44	13	785477	6447	0.12201213093978931	0.16300000000000328	1.0003950458895674
6e.sql	272	261	0	4726	611	9276	0	1208829	478	22	13	6	19	0.059753392336463144	0.3157419923918079	1.9205614351132272
6d.sql	344	236	0	256191	1834	512274	0	13475694	135031	59	23	88	1025	5.696133567668225E-4	0.1462302691286017	1.105996489625719
6c.sql	126	119	0	791	109	1581	0	68178	31	6	4	2	3	0.10442850455755455	0.27142242911328435	1.0799086757990868
6b.sql	106	98	0	2128	129	4240	0	264910	176	12	8	12	9	0.047206060449106926	0.2714208587658608	1.0297422759736803
6a.sql	107	98	0	3917	388	7667	0	1202127	719	19	11	6	16	0.07397979663880615	0.2906064866704313	1.9213078520280091
5c.sql	1131	1121	0	4914	338	9669	0	21583216	2867	22	10	669	19	0.11912415541934782	0.5448313015005345	2.0186583407071725
5b.sql	541	535	0	1055	109	2002	0	130486642	880	7	5	0	4	0.007851059453775362	0.031081279182785644	1.0537413661394062
5a.sql	330	323	0	752	81	1502	0	14830524	521	6	4	0	3	0.004697384894175374	0.013279923125055867	1.0193170803067286
4c.sql	451	422	0	37594	3473	70224	0	254756600	10127	32	13	4700	141	0.03715505823530958	0.23328376680695828	1.0015616973228523
4b.sql	101	93	0	4795	677	9512	0	5467769	1083	23	14	6	20	0.04857183796902152	0.4764029930732918	1.984909355437399
4a.sql	261	242	0	19676	1764	38327	0	195656166	5251	22	10	740	77	0.015372937333850286	0.15360944281815356	1.0013743286624956
3c.sql	600	575	0	31212	2434	61322	0	113308475	14275	27	9	7250	122	0.06243438743766044	0.1540887787331896	1.0008832347478434
3b.sql	99	91	0	7283	1213	14579	0	5615608	2718	20	9	5	29	0.04171061423313886	0.31481481481481477	1.0015551901216266
3a.sql	280	264	0	16288	1258	32564	0	113282484	12476	20	9	206	65	0.008394824525065367	0.15790652252314802	1.002677461435008
33c.sql	225	184	0	33463	3082	65474	0	760078679	20795	136	132	114	131	0.0072261496079577174	0.09311233079668664	1.506804349617551
33b.sql	205	180	1	13069	1340	25400	0	94898263	6913	55	52	4	51	0.01377338211291077	0.08988970485070007	1.805138234117039
33a.sql	243	204	0	32295	2670	63783	0	523554504	21050	131	122	8	127	0.008527062477703396	0.1196792519847671	1.7420498813572898
32b.sql	45	2	0	87368	794	174436	0	367140750	37285	45	18	4388	348	0.01511570271517142	0.10015878478575374	1.0835235864260333
32a.sql	5	2	0	1254	125	2506	0	43127	401	8	6	0	5	4.956406356116992E-4	0.0013834716805013836	1.0039944731693535
31c.sql	578	487	0	117560	10209	224183	0	223737151	10934	176	151	2825	448	0.00838849108747747	0.18568269195804382	1.0161319553827415
31b.sql	1000	979	1	8721	705	16891	0	265315581	3551	36	34	84	33	0.03633919351084232	0.3879310344827586	1.069355791482064
31a.sql	521	442	0	86185	7911	165620	0	188768136	7271	175	156	1273	331	0.00631424953353908	0.17786402314137806	1.0165542293346472
30c.sql	673	461	1	255923	33976	463901	0	1388225851	114320	383	342	8024	927	0.009946357905703543	0.025473964765127713	1.0228961110511634
30b.sql	891	864	0	10475	1285	19288	0	293937984	3128	42	39	28	38	0.026871790664811573	0.3682542168419519	1.028428034336627
30a.sql	682	449	0	267444	48972	493678	0	1442776118	156395	301	285	757	987	0.001902718989620378	0.014001464972762317	1.072006224765679
2d.sql	186	10	0	305290	7031	577692	0	1753251700	28235	47	17	68316	1156	0.06198209721276556	0.43978574096602063	2.00039377627168
2c.sql	5	1	0	1093	150	2014	0	3683324	312	7	5	0	4	1.8517828207889083E-4	6.659090052774119E-4	1.0001488294556045
2b.sql	133	3	0	236835	6468	469541	0	1752709210	25046	36	14	5228	939	0.008912687910537502	0.3498016107622925	2.0024426378033864
2a.sql	137	3	0	238947	5939	472729	0	1758375648	25396	41	15	7834	946	0.011714377888126739	0.42981514174539176	2.000801612908503
29c.sql	632	534	0	119596	8069	190961	0	1220544725	9784	261	254	16308	382	0.06296480963198463	0.3407018284058252	2.6706512974857097
29b.sql	331	303	0	11660	1317	22162	0	170613380	2860	48	45	15	44	0.0207147600321078	0.34570976995703284	2.4724949568257415
29a.sql	452	350	0	104191	7843	165455	0	848677935	6065	325	313	1620	331	0.037406520108224386	0.3487097930401497	2.473455116999601
28c.sql	827	664	0	190287	38701	329140	0	1941838314	47393	395	355	8373	659	0.015216578254648151	0.17160099882008395	1.1276509645222816
28b.sql	418	335	1	69134	4716	136103	0	1827660193	57564	181	170	148	273	0.007079145469849425	0.33360486322803273	2.5607056333223763
28a.sql	695	597	0	96526	10951	177769	0	1923420883	44791	193	182	4803	356	0.019115087456380075	0.33342166037870796	2.0976705711239507
27c.sql	791	745	0	32744	5765	59812	0	529711135	17945	124	120	743	119	0.02633682062301523	0.1816704380858055	1.6998716397244162
27b.sql	525	495	0	22010	2100	39870	0	693392227	8916	83	78	247	79	0.031531027333730914	0.1560000000000347	1.586893259862546
27a.sql	654	626	0	23293	3482	43170	0	616080800	10895	90	87	477	86	0.020724953121734183	0.14000000000031593	1.0795753628357518
26c.sql	752	381	0	403227	37433	768267	0	625366044	22412	459	410	5400	1536	0.005126911120302473	0.34391986991059975	1.691068420352519
26b.sql	485	346	0	185281	40793	336582	0	483159712	14920	633	565	93	673	0.009316641237854612	0.3433691703194724	2.307228249549022
26a.sql	487	331	0	159707	21041	303367	0	2390168122	39133	251	220	1728	607	0.005817082296228623	0.34393988108175055	1.7062274860005726
25c.sql	742	481	1	330029	13710	583677	0	1473977354	113130	120	91	26153	1168	0.023156542481696386	0.04339846678836536	1.0184964017954385
25b.sql	478	469	0	2182	178	4325	0	122931562	1169	11	9	6	8	0.001814465221786848	0.009007149354947574	1.001104858175481
25a.sql	573	467	0	131678	10011	248463	0	1176053982	91949	109	72	4407	497	0.010396404052862147	0.02942683815892289	1.0254298771283978
24b.sql	286	266	0	9170	1074	17481	0	393225905	3557	38	35	45	34	0.03940091587758379	0.3647584565818016	2.4026759437167486
24a.sql	357	325	0	23070	2090	44593	0	260519100	13979	65	57	275	89	0.013596853507531606	0.34070586309492934	1.6937728914694528
23c.sql	597	576	0	12254	1239	22728	0	633135954	6136	50	45	628	46	0.05869349607659379	0.4006849315068493	1.973559366709584
23b.sql	478	459	0	8818	906	17340	0	612823480	4713	39	36	16	35	0.04570379325538714	0.3439697900745893	2.646074108984703
23a.sql	505	483	0	16737	1280	29756	0	744678356	6592	64	61	618	60	0.05756336930970184	0.3941368078175896	1.7100164745701072
22d.sql	1600	363	0	2337150	518544	4523964	0	506480673312	963105	349	277	46281	9047	0.0052621516734190224	0.1586420789872766	1.1248754697812442
22c.sql	673	494	0	230899	39101	397482	0	1009975031	30540	118	100	21489	795	0.028421594979234393	0.17159265881560676	1.1256145989188986
22b.sql	478	417	0	52883	5610	104448	0	1167364088	14361	168	148	31	208	0.004017854580416675	0.1689360461519136	1.1100698439668926
22a.sql	529	449	0	94068	13953	168403	0	1266727072	18682	125	104	2851	336	0.011055044022371516	0.16874651595973694	1.1094257948202593
21c.sql	949	915	0	32619	3179	60056	0	789381189	12298	109	87	1874	121	0.035127330899682535	0.25900000000047246	1.7654363662477521
21b.sql	119552	726	1	8332	1097	16420	0	622774361	5941	36	32	38	32	0.02084305219762671	0.07978687642866747	1.2988991424813363
21a.sql	789	766	0	26858	3711	49624	0	583667890	8606	103	100	1410	99	0.03184380174771229	0.16500000000017406	1.0760630266813778
20c.sql	623	360	0	303116	21178	585259	0	312669779	23403	198	159	5406	1170	0.006046605815424307	0.34394455337012636	1.6891030111541103
20b.sql	927	910	0	7561	692	14486	0	36333602	798	32	29	17	28	0.02393099425646534	0.34391806184241397	1.688121933136125
