Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
q21.sql,true,14303,6952,7200,112,131,0,0,0,0,0,0,0,72938,0,0,0,0,334462,0.004653380060846149,0.32493366896108034,1.0,0,0,0,0
q20.sql,true,142,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0,0,0,0
q20.sql,true,5353,2019,0,0,3190,0,0,0,0,0,0,0,0,0,0,0,0,9829006,0.0,0.0,0.0,0,0,0,0
q20.sql,true,7784,471,1957,315,0,0,0,0,0,0,0,0,41895,0,0,0,0,960005,0.02303735906561319,0.31887755102040816,1.0,0,0,0,0
q20.sql,true,7850,50,9,2,6,0,0,0,0,0,0,0,111,0,0,0,0,16000,0.16242747273027258,0.4338958594730238,1.0,0,0,0,0
q19.sql,true,880,448,422,0,1,0,0,0,0,0,0,0,7409,0,0,0,0,135,6.045862065184338E-4,0.2918392263297699,1.0,0,0,0,0
q18.sql,true,6110,943,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0.0,0.0,0.0,0,0,0,0
q18.sql,true,17660,0,9860,4385,1689,0,0,0,0,0,0,0,129449,0,0,0,0,15000000,0.11955302799391872,0.4960012839648836,1.0,0,0,0,0
q17.sql,true,10992,0,0,0,10991,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0.0,0.0,0.0,0,0,0,0
q17.sql,true,16607,173,5440,1,1,0,0,0,0,0,0,0,196754,0,0,0,0,0,6.893776846509676E-6,0.05444829351151929,1.0,0,0,0,0
q16.sql,true,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.0,0.0,0.0,0,0,0,0
q16.sql,true,2195,0,2085,1412,81,0,0,0,0,0,0,0,32000,0,0,0,0,7997756,0.24907768978262462,0.498500998003992,1.0,0,0,0,0
q14.sql,true,1203,1002,173,85,27,0,0,0,0,0,0,0,2150,0,0,0,0,356998,0.16747079692154546,0.6614823436950079,1.0,0,0,0,0
q12.sql,true,538,189,280,114,68,0,0,0,0,0,0,0,4738,0,0,0,0,788073,0.1667515319875915,0.5920202181846264,1.0,0,0,0,0
q11.sql,true,836,1,810,531,24,0,0,0,0,0,0,0,3169,0,0,0,0,1520039,0.4798329852649066,0.8089134050073759,1.0,0,0,0,0
q11.sql,true,2046,0,816,535,393,0,0,0,0,0,0,0,3241,0,0,0,0,1520039,0.46928799957993644,0.7345922975681696,1.0,0,0,0,0
q10.sql,true,4513,4508,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-Infinity,1.0,0,0,0,0
