Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
q21.sql,false,27071,3633,4857,255,41,506,3127,0,0,0,0,0,40116,0,0,0,0,334462,0.0,0.0,0.0,0,0,0,0
q20.sql,false,29,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0,0,0,0
q20.sql,false,973,178,0,0,795,178,0,0,0,0,0,0,0,0,0,0,0,9829006,0.0,0.0,0.0,0,0,0,0
q20.sql,false,4247,561,3093,592,0,0,561,0,0,0,0,0,17993,0,0,0,0,960005,0.0,0.0,0.0,0,0,0,0
q20.sql,false,95,57,19,7,12,1,56,0,0,0,12,0,56,0,0,0,0,16000,0.0,0.0,0.0,0,0,0,0
q19.sql,false,1458,1188,249,1,19,280,908,0,19,0,0,0,4312,0,0,0,0,135,0.0,0.0,0.0,0,0,0,0
q18.sql,false,725,244,0,0,481,244,0,0,0,0,0,0,0,0,0,0,0,60000000,0.0,0.0,0.0,0,0,0,0
q18.sql,false,13628,0,7977,4536,1115,0,0,0,0,0,0,0,107210,0,0,0,0,15000000,0.0,0.0,0.0,0,0,0,0
q17.sql,false,420,0,0,0,420,0,0,0,420,0,0,0,0,0,0,0,0,60000000,0.0,0.0,0.0,0,0,0,0
q17.sql,false,3596,163,3431,1,1,3,160,0,1,0,0,0,35964,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
q16.sql,false,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,56,0.0,0.0,0.0,0,0,0,0
q16.sql,false,3709,0,1674,1620,415,0,0,0,415,0,0,0,14620,0,0,0,0,7997756,0.0,0.0,0.0,0,0,0,0
q14.sql,false,446,151,76,51,168,134,17,0,168,0,0,0,1305,0,0,0,0,356998,0.0,0.0,0.0,0,0,0,0
q12.sql,false,852,301,192,108,251,290,11,18,201,32,0,0,2781,0,0,0,0,788073,0.0,0.0,0.0,0,0,0,0
q11.sql,false,839,1,526,204,108,1,0,0,108,0,0,0,1722,0,0,0,0,1520039,0.0,0.0,0.0,0,0,0,0
q11.sql,false,827,1,493,227,106,1,0,0,108,0,0,0,1716,0,0,0,0,1520039,0.0,0.0,0.0,0,0,0,0
q09.sql,false,37373,83,30092,6261,937,83,0,0,0,0,0,0,378238,0,0,0,0,25558157,0.0,0.0,0.0,0,0,0,0
q08.sql,false,2492,231,1693,303,265,28,203,0,265,0,0,0,26661,0,0,0,0,909143,0.0,0.0,0.0,0,0,0,0
q08.sql,false,108,0,0,0,108,0,0,15,47,46,0,0,0,0,0,0,0,909143,0.0,0.0,0.0,0,0,0,0
q07.sql,false,19485,1022,17794,531,138,191,831,0,138,0,0,0,363566,0,0,0,0,752000,0.0,0.0,0.0,0,0,0,0
q07.sql,false,10,0,0,0,9,0,0,0,138,0,0,0,0,0,0,0,0,752000,0.0,0.0,0.0,0,0,0,0
q06.sql,false,223,163,0,0,59,163,0,0,59,0,0,0,0,0,0,0,0,2678973,0.0,0.0,0.0,0,0,0,0
q05.sql,false,3826,137,3386,289,13,28,109,0,0,0,0,0,85696,0,0,0,0,1197816,0.0,0.0,0.0,0,0,0,0
q04.sql,false,318,15,226,71,6,11,4,0,0,0,0,0,1346,0,0,0,0,545636,0.0,0.0,0.0,0,0,0,0
q03.sql,false,3759,1107,1245,725,682,694,413,0,0,0,0,0,8618,0,0,0,0,4059525,0.0,0.0,0.0,0,0,0,0
q02.sql,false,1006,1,533,361,111,1,0,0,0,0,0,0,2614,0,0,0,0,1600000,0.0,0.0,0.0,0,0,0,0
q02.sql,false,140,119,11,10,0,2,117,0,0,0,0,0,1,0,0,0,0,24,0.0,0.0,0.0,0,0,0,0
q01.sql,false,3686,2116,0,0,1570,2116,0,0,0,0,0,0,0,0,0,0,0,59362409,0.0,0.0,0.0,0,0,0,0
