Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
33c.sql,true,7561,438,163,23,0,46,392,0,0,0,0,0,48,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,false,314,220,92,2,0,28,192,0,0,0,0,0,34,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33b.sql,true,93,65,14,14,0,47,18,0,0,0,0,0,13,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,false,95,33,61,0,0,16,17,0,0,0,0,0,22,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33a.sql,true,99,44,55,0,0,21,23,0,0,0,0,0,25,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,false,102,43,58,0,0,21,22,0,0,0,0,0,24,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
32b.sql,true,206,1,198,6,1,1,0,0,1,0,0,0,105,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,false,42,1,35,5,1,1,0,0,1,0,0,0,104,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32a.sql,true,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,false,4,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
31c.sql,true,343,309,31,2,1,265,44,0,1,0,0,0,97,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,false,97,85,10,1,1,42,43,0,0,0,0,0,113,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31b.sql,true,157,149,7,1,0,92,57,0,0,0,0,0,20,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31b.sql,false,154,133,8,13,0,85,48,0,0,0,0,0,15,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31a.sql,true,127,88,24,15,0,44,44,0,0,0,0,0,30,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
31a.sql,false,97,89,5,3,0,44,45,0,0,0,0,0,63,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
30c.sql,true,133,92,31,10,0,46,46,0,0,0,0,0,259,0,0,0,0,8024,0.0,0.0,0.0,0,0,0,0
30c.sql,false,136,100,28,7,1,52,48,0,1,0,0,0,302,0,0,0,0,8024,0.0,0.0,0.0,0,0,0,0
30b.sql,true,135,130,4,1,0,80,50,0,0,0,0,0,17,0,0,0,0,28,0.0,0.0,0.0,0,0,0,0
30b.sql,false,88,74,4,8,1,42,32,0,1,0,0,0,14,0,0,0,0,28,0.0,0.0,0.0,0,0,0,0
30a.sql,true,105,59,37,9,0,25,34,0,0,0,0,0,34,0,0,0,0,757,0.0,0.0,0.0,0,0,0,0
30a.sql,false,81,60,19,2,0,27,33,0,0,0,0,0,243,0,0,0,0,757,0.0,0.0,0.0,0,0,0,0
29c.sql,true,798,731,52,15,0,592,139,0,0,0,0,0,691,0,0,0,0,16308,0.0,0.0,0.0,0,0,0,0
29c.sql,false,642,580,49,13,0,536,44,0,0,0,0,0,1061,0,0,0,0,16308,0.0,0.0,0.0,0,0,0,0
29b.sql,true,299,292,6,1,0,253,39,0,0,0,0,0,65,0,0,0,0,15,0.0,0.0,0.0,0,0,0,0
29b.sql,false,279,273,6,0,0,234,39,0,0,0,0,0,59,0,0,0,0,15,0.0,0.0,0.0,0,0,0,0
29a.sql,true,446,440,4,2,0,400,40,0,0,0,0,0,20,0,0,0,0,1620,0.0,0.0,0.0,0,0,0,0
