Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	1960	299	1563	73	241	1402	2964410	0	5669276	0	76288521845	903292	61	47	483082	11339	6.415635312463935E-4	0.6812477367126807	2.000241056281566
9c.sql	321	246	69	0	177	68	171884	0	336164	0	12724402951	62628	125	99	8144	673	0.009887628324515776	0.8413738572066447	1.734848308325032
9b.sql	306	283	17	0	200	17	12953	0	25836	0	996094579	7237	44	40	40	52	0.07732247941745957	0.697508896797153	1.6954674998729462
9a.sql	299	280	15	0	160	15	16278	0	32184	0	1409311905	8675	53	49	121	65	0.06805705382903818	0.8278388278388278	1.6880153028212102
8d.sql	851	7	839	3	2	792	2237165	0	4314311	0	76415816600	671618	44	26	323005	8628	9.548750550219692E-5	0.7872052886348726	1.7949833693262924
8c.sql	17038	6	17007	23	2	16479	17465896	0	33581019	0	7447315436028	6480854	83	49	2487611	67162	1.3729977253152487E-5	0.6657793006454399	1.7421501651488178
8b.sql	362	343	13	0	337	13	575	0	1123	0	8679608	295	4	3	6	2	0.31417369353885816	0.6283473870777163	1.6283366453622643
8a.sql	139	120	17	0	111	16	38408	0	76724	0	1216350849	2695	17	13	62	154	0.04202431002699274	0.6273506666953881	2.0143316667067843
7c.sql	1262	521	737	0	405	730	1465713	0	2844109	0	325472641	371230	27	23	68185	5688	0.0011290167467556775	0.5980334991470511	1.0004047155334241
7b.sql	250	240	7	0	163	7	3245	0	6361	0	535661	847	13	13	16	12	0.03712726571294511	0.30167530687361466	1.0141134699058068
7a.sql	496	480	13	0	381	13	20600	0	41020	0	9299852	5884	25	20	32	83	0.036280624387834	0.6010317396199493	1.9774660520983884
6f.sql	1049	132	904	11	54	760	1622166	0	3215429	0	467558086	796	11	7	785477	6430	2.8494512219283435E-4	0.04567560281842148	1.0001595578727924
6e.sql	154	144	8	0	67	8	3963	0	7919	0	957086	479	15	9	6	15	0.11767651625308576	0.5428441292729778	1.9203378845048054
6d.sql	159	149	7	0	72	7	7590	0	15098	0	2411328	648	10	7	88	31	0.025557347823667403	0.49999447800442065	1.0001895319896965
6c.sql	77	71	5	0	71	5	1043	0	2081	0	88676	8	6	5	2	4	0.1566438509532912	0.5428460782736197	1.0799115494067686
6b.sql	73	64	7	0	64	7	3656	0	7296	0	677813	316	12	8	12	15	0.1474641304535947	0.8969053032435912	1.0000619106768767
6a.sql	94	85	8	0	60	8	3417	0	6824	0	1125793	224	14	8	6	14	0.16734703325850891	0.5772129733477599	1.9208336624452915
5c.sql	419	410	6	0	247	6	3887	0	7696	0	19415461	1566	10	7	669	15	0.21661212077124226	0.997667025309816	2.0178647310551785
5b.sql	237	230	5	0	164	5	501	0	1002	0	130486868	324	4	3	0	2	0.031084059389853654	0.06216811877970731	1.0530973451327434
5a.sql	327	320	4	0	258	4	501	0	1002	0	0	251	4	3	0	2	0.005202913631633715	0.01040582726326743	1.0103642039542144
4c.sql	329	310	18	0	112	17	35726	0	66577	0	155073857	9364	14	7	4700	133	0.007296759179710471	0.24370891835960798	1.0006021075613032
4b.sql	88	82	4	0	56	4	2946	0	5879	0	2879149	575	10	6	6	12	0.11189970063083021	0.457903540703796	1.811553559774201
4a.sql	167	154	12	0	36	12	18476	0	36097	0	157063431	4532	11	7	740	72	0.010703814898100293	0.23874013624510057	1.0006613777192368
3c.sql	227	210	15	0	92	15	29845	0	58548	0	113304987	14810	10	5	7250	117	0.007638746925892257	0.19582453176644093	1.0002799141642953
3b.sql	73	69	3	0	43	3	4346	0	8684	0	2908897	883	9	5	5	18	0.14834097157424175	0.8368794326241135	1.0006907864024155
3a.sql	268	163	103	0	103	103	375855	0	751387	0	78268068	74377	15	7	206	1502	0.004358734342555114	0.49358503119205793	1.0002836229478609
33c.sql	146	107	35	0	39	35	46341	0	91688	0	1365852493	38799	111	97	114	183	0.027106466370383574	0.5727314886381203	1.9965331065844973
33b.sql	159	140	14	0	51	14	7640	0	14949	0	24549534	1495	31	30	4	29	0.03375447295177015	0.22852044560069376	1.0412142523135788
33a.sql	136	118	11	0	49	11	10262	0	19856	0	20898160	2718	41	40	8	39	0.024460745015844745	0.13418154961729553	1.015422627463642
32b.sql	94	0	93	0	0	92	440757	0	871955	0	115926842	46256	34	15	4388	1743	0.0035448469900423506	0.4538929227154633	1.2237485215218884
32a.sql	3	1	1	0	1	1	1004	0	2006	0	42527	698	6	5	0	4	5.030557110673686E-4	0.001013165116044343	1.000962864897853
31c.sql	302	234	63	0	80	62	100937	0	194533	0	321309889	11913	64	59	2825	389	0.003321058143380644	0.31330695651949153	1.0194470747159097
31b.sql	379	356	16	1	209	16	12996	0	24452	0	77998894	3378	51	50	84	49	0.05072396829229407	0.5376477763827654	1.0214665155842104
31a.sql	387	241	141	1	98	141	302020	0	600379	0	5312614473	85122	106	91	1273	1200	0.005260981769207419	0.4303858339731865	1.9993192034064282
30c.sql	342	200	135	0	74	134	245933	0	423937	0	1529568371	122105	128	113	8024	847	0.0020648322445263757	0.020451703716705072	1.0239579134127876
30b.sql	302	279	17	0	122	17	9745	0	18308	0	84220432	4290	39	38	28	37	0.06836911965962807	0.5051579253843553	1.0226705635174151
30a.sql	308	212	90	0	85	90	149914	0	292800	0	1384017394	107662	166	159	757	586	0.0030537409147884838	0.020212538351121363	1.060438787019402
2d.sql	119	6	111	1	2	106	301650	0	570325	0	1753529534	27189	11	6	68316	1141	0.005694725323225626	0.8258800607383326	1.9996341297305165
2c.sql	3	0	2	0	0	2	507	0	1014	0	2595198	160	4	3	0	2	6.659090108751982E-4	0.0013318180217503964	1.0
2b.sql	61	1	59	0	0	58	203380	0	406728	0	1749345588	13822	19	9	5228	814	0.007910221761842353	0.8372199748560853	2.0026636076405193
2a.sql	89	1	87	0	1	86	241097	0	476836	0	1754173170	27065	10	7	7834	954	0.0067749806775056235	0.8323181534349683	1.9999311093589331
29c.sql	1506	211	1287	0	136	1284	2561192	0	4717263	0	205267955032	517323	4800	4623	16308	9435	9.975808998918317E-4	0.7766666666666667	3.461218833515594
29b.sql	249	185	56	0	113	56	47281	0	86781	0	178560337	10337	176	175	15	174	0.0211258317324905	0.6847646111562082	2.446890861083654
29a.sql	1103	207	886	0	135	886	1532377	0	2442264	0	750136691	138183	4886	4885	1620	4884	7.025786559148951E-4	0.684758958075299	2.9427655135784487
28c.sql	340	239	95	0	130	93	173130	0	311848	0	7113177269	80429	323	314	8373	624	0.0026433062740308187	0.343202037695089	1.137149547919461
28b.sql	375	289	80	0	228	80	142804	0	280896	0	7902886748	96484	378	353	148	561	0.013926876695598835	0.6677879257386719	2.9325748937288645
28a.sql	447	258	183	0	145	182	341482	0	620924	0	12135081148	113651	740	662	4803	1241	0.0026073873455039046	0.6673850255498778	2.1414819879021665
27c.sql	343	314	23	0	169	22	28861	0	50736	0	1240319151	7828	103	102	743	101	0.01062623519262569	0.15115425673872432	1.0802011501240836
27b.sql	231	212	14	0	67	14	12576	0	23372	0	878614843	3698	48	47	247	46	0.022407531199030186	0.21760534982189664	1.0937702509102751
27a.sql	250	224	21	0	72	21	17584	0	31608	0	1808784373	6441	66	65	477	64	0.017100171736458777	0.18624781497915824	1.0910734407255427
26c.sql	591	176	409	0	97	408	895914	0	1722127	0	13000046755	110694	167	151	5400	3444	8.49927068398342E-4	0.6346538006870349	2.554887902774917
26b.sql	281	207	70	0	134	70	135866	0	261227	0	14853739052	83565	303	246	93	522	0.00416266433476331	0.6864036948948601	2.3044576373269647
26a.sql	391	180	207	0	99	207	420101	0	828736	0	24100398931	422129	171	149	1728	1657	0.0018116447032994604	0.6879373203162392	2.5998038745875784
25c.sql	392	235	153	0	88	147	364223	0	648124	0	1373159406	137314	122	91	26153	1297	0.0013494507796857633	0.01859031156172833	1.0189041854048806
25b.sql	307	297	6	0	143	5	2489	0	4926	0	124674752	600	12	11	6	10	0.08904048331068029	0.8488103953646603	1.0296594295753854
25a.sql	248	181	64	0	64	63	136643	0	252073	0	1109324718	101459	94	77	4407	505	0.002971901222052381	0.021016447949654193	1.0241723549245545
24b.sql	277	262	10	0	214	10	6466	0	12074	0	216114858	2348	27	26	45	25	0.11529640325281788	0.8192386190976514	2.5347605517451663
24a.sql	287	250	32	0	202	32	48558	0	95230	0	5967034574	6026	161	142	275	190	0.009987453123973181	0.6812241598453683	2.045575805830537
23c.sql	288	271	13	0	150	12	13217	0	24764	0	450366236	9018	52	50	628	50	0.049839615141651396	0.7831715210355987	1.9730659544566211
23b.sql	195	182	10	0	104	10	7633	0	14798	0	993536161	6624	31	30	16	29	0.054198640027736174	0.6881706105687502	1.9980988675535465
23a.sql	290	273	14	0	195	14	17209	0	31860	0	1354136054	9972	66	65	618	64	0.046312649267573155	0.7055016181229774	2.6465408968887125
22d.sql	561	270	285	1	161	278	820382	0	1461755	0	4592601563	218884	216	173	46281	2923	5.624551606231849E-4	0.3025643759783469	1.1285867903836382
22c.sql	333	222	107	0	115	103	278502	0	475266	0	4805222697	61019	203	183	21489	951	0.0017295624283635502	0.34318323974473447	1.1302796930605699
22b.sql	239	192	43	0	97	42	63443	0	125636	0	3629921434	23527	154	136	31	252	0.006477661320749566	0.3378720923038272	1.1102800420206689
22a.sql	228	162	62	0	62	61	123208	0	223823	0	4393734222	49750	201	163	2851	447	0.003621773869608685	0.3375404089942804	1.112181932899494
21c.sql	404	380	19	0	228	19	41993	0	76688	0	2275501125	8705	63	54	1874	153	0.007030186078450619	0.23028733711994653	1.0811323887388038
21b.sql	245	230	12	0	78	12	15138	0	28952	0	744722232	6862	49	40	38	57	0.01865765033402588	0.18347705926408547	1.0877430031630064
21a.sql	261	245	13	0	94	13	18419	0	34204	0	1113549188	3021	50	41	1410	69	0.015686966890089166	0.1893463283481768	1.0874034948328952
20c.sql	425	176	245	0	98	244	453428	0	896430	0	20183366228	82757	60	48	5406	1792	0.0017098189509847923	0.6112270252351621	2.5840134025649006
20b.sql	368	351	13	0	272	12	9075	0	17466	0	106308690	2731	36	34	17	34	0.04131378304473543	0.6112270252351621	1.6885124045644104
20a.sql	558	536	19	0	391	19	29450	0	57361	0	1112944811	17285	58	49	33	114	0.01859214912271466	0.594815443528719	2.472857100487497
1d.sql	239	232	6	0	114	6	370	0	733	0	1987	192	3	2	4	1	0.0	-Infinity	1.0
1c.sql	166	159	6	0	134	6	1352	0	2653	0	3883379	538	7	6	3	6	0.17065385773364006	0.9999666614967828	2.0234921572583278
1b.sql	231	224	5	0	106	5	336	0	663	0	3931	6	3	2	3	1	0.0	-Infinity	1.0
1a.sql	126	118	7	0	115	7	1841	0	3498	0	2826369	794	8	7	142	7	0.23660148599262984	0.9998869389890895	2.0199734834899497
19d.sql	5857	144	5694	16	66	5307	16931166	0	31141032	0	1635417359189	3480953	1558	1244	1760645	62283	1.7123032749177938E-4	0.9652509652509653	2.325225733712476
19c.sql	281	225	53	0	137	53	164862	0	317902	0	11429200627	85720	170	145	3575	636	0.010065883181565455	0.7124183006535948	1.7298956257315181
19b.sql	265	252	9	0	181	9	2811	0	5493	0	72761887	1313	13	12	15	11	0.13820162115912935	0.7799399104756447	1.7399033242019954
