Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
33c.sql,true,7673,444,253,34,1,46,398,0,0,0,0,0,100,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,false,336,132,196,7,0,27,105,0,0,0,0,0,89,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33b.sql,true,90,65,25,0,0,47,18,0,0,0,0,0,25,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,false,40,34,5,1,0,17,17,0,0,0,0,0,23,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33a.sql,true,49,43,4,2,0,21,22,0,0,0,0,0,27,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,false,48,42,5,1,0,20,22,0,0,0,0,0,30,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
32b.sql,true,286,1,276,8,1,1,0,0,1,0,0,0,112,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,false,42,1,34,7,0,1,0,0,0,0,0,0,102,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32a.sql,true,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,false,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
31c.sql,true,377,327,35,14,1,283,44,0,1,0,0,0,113,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,false,271,261,7,3,0,214,47,0,0,0,0,0,82,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31b.sql,true,144,139,4,0,0,81,58,0,0,0,0,0,17,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31b.sql,false,137,133,4,0,0,85,48,0,0,0,0,0,15,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31a.sql,true,97,89,5,2,1,45,44,0,1,0,0,0,68,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
31a.sql,false,127,89,25,12,0,45,44,0,0,0,0,0,56,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
30c.sql,true,172,92,74,5,1,45,47,0,1,0,0,0,146,0,0,0,0,8024,0.0,0.0,0.0,0,0,0,0
30c.sql,false,606,573,24,7,1,535,38,0,1,0,0,0,276,0,0,0,0,8024,0.0,0.0,0.0,0,0,0,0
30b.sql,true,75,72,2,1,0,40,32,0,0,0,0,0,13,0,0,0,0,28,0.0,0.0,0.0,0,0,0,0
