Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	1900	312	1533	31	247	1396	2291547	0	4214919	0	76295325475	557544	63	55	483082	8429	8.503752466035051E-4	0.6811746103593347	2.000329864402103
9c.sql	328	257	65	0	204	63	156516	0	304576	0	10253049451	70964	134	109	8144	609	0.010178969203479157	0.6813702835500322	1.7247626369345992
9b.sql	216	188	23	0	123	23	13141	0	26196	0	1015462915	7594	45	41	40	52	0.07124755978112006	0.6878590137406486	1.6965891296568507
9a.sql	353	330	17	0	214	17	16292	0	32323	0	1297185822	9639	56	51	121	65	0.06566023012542424	0.7140648447172802	1.6877469749286056
8d.sql	740	6	729	3	2	673	2128333	0	4069842	0	76420877752	622766	50	31	323005	8139	1.0121535938182245E-4	0.7872057223727653	1.7949111122178438
8c.sql	19949	6	19918	23	2	19276	30958374	0	61278742	0	6033237527269	8707232	100	59	2487611	122557	8.843992979272916E-5	0.6794425087108014	2.7270493172366286
8b.sql	478	461	12	0	455	12	1272	0	2334	0	8694515	310	6	5	6	4	0.1618757212323521	0.6283473870777163	1.0188196810778851
8a.sql	147	129	16	0	119	16	38077	0	75928	0	1212794730	2410	18	16	62	151	0.03886248209885353	0.6269187389226059	2.0142335663669195
7c.sql	1257	360	891	0	227	883	1882351	0	3630467	0	367322142	1396306	38	32	68185	7261	0.0010965993027901057	0.5366700699280975	1.0003944120486912
7b.sql	244	233	9	0	136	8	3607	0	7053	0	454406	2215	16	15	16	14	0.02668641497241304	0.28602091754174597	1.3205518829901002
7a.sql	479	465	9	0	365	9	8956	0	17860	0	5545885	5389	26	22	32	36	0.018704908493727513	0.24274914780040405	1.474412294845203
6f.sql	1087	174	899	12	79	764	1622054	0	3215205	0	467556484	858	10	6	785477	6430	2.8497892892883996E-4	0.045675602818082646	1.0000485417203075
6e.sql	174	167	6	0	88	6	2761	0	5520	0	1085702	12	12	7	6	12	0.14519801739226587	0.6254843311631638	1.9203427534792934
6d.sql	171	162	7	0	82	7	7608	0	15134	0	2423957	490	11	7	88	31	0.02554935524050798	0.49999458838813565	1.0000169859190948
6c.sql	70	64	4	0	64	4	802	0	1603	0	53044	2	5	4	2	3	0.01428548155647139	0.042849547041469795	1.0000068700374325
6b.sql	68	58	7	0	58	7	5439	0	10864	0	673377	251	12	8	12	22	0.12597500489456379	0.6722995223337037	1.0000553993160972
6a.sql	88	80	7	0	55	7	2761	0	5520	0	928970	44	12	7	6	12	0.14520597478212946	0.6254843336897333	1.9204338039575848
5c.sql	438	428	6	0	262	6	3957	0	7822	0	10708403	2295	10	6	669	15	0.21007089030680293	0.9976118635582557	2.0179974504704727
5b.sql	168	162	4	0	95	4	251	0	502	0	0	1	3	2	0	1	0.0	-Infinity	1.0
5a.sql	238	232	4	0	154	4	1002	0	2002	0	18805716	598	6	5	0	4	0.009303864199061467	0.026562818333673462	1.0283091429529698
4c.sql	260	240	18	0	43	17	35934	0	66904	0	172146112	9408	13	7	4700	133	0.006296008102394338	0.14147602905448214	1.0004801631626643
4b.sql	78	72	5	0	41	5	3290	0	6479	0	2933773	654	13	8	6	13	0.08900563708032383	0.4653927406464045	1.7537423509087215
4a.sql	167	152	14	0	32	14	18511	0	36097	0	157063193	4532	11	7	740	72	0.010703374926443025	0.23874013624510057	1.0006285390267577
3c.sql	287	267	17	0	143	17	29896	0	58650	0	113303616	14677	10	5	7250	117	0.007139170963201297	0.17738997080775765	1.0002799141642953
3b.sql	58	53	4	0	24	4	4812	0	9616	0	2932982	604	10	6	5	20	0.13832656394833526	0.8909774436090225	1.0005580202189837
