Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2088	319	1673	72	260	1541	3747841	0	7144822	0	76331781824	1349475	134	102	483082	14289	5.531577804112472E-4	0.6811723883372456	2.508470753890191
9c.sql	309	240	62	1	189	61	147290	0	281992	0	9042655527	65805	134	104	8144	563	0.010433301568659766	0.6813831243819284	1.7198410472064358
9b.sql	272	248	18	0	185	17	12958	0	25856	0	1035948125	6752	43	39	40	52	0.07711287800866079	0.6879326892763817	1.6958705569897452
9a.sql	290	270	16	0	121	16	16018	0	31743	0	1366508932	9161	50	47	121	64	0.06781706860933857	0.7830303733041555	1.6880329833364662
8d.sql	665	7	653	3	3	594	2012240	0	3837122	0	76429904141	403683	37	25	323005	7674	1.0736060821504452E-4	0.7872041273848374	1.7949993465274494
8c.sql	15561	7	15529	23	2	14853	17373568	0	34745732	0	7447229320262	3455323	108	63	2487611	69492	1.3268782437867338E-5	0.6657792643100285	1.7420950790447984
8b.sql	345	327	12	1	320	12	2137	0	4217	0	15759079	1063	10	10	6	9	0.1122585918401063	0.6268659931499473	1.6552582006466454
8a.sql	147	129	16	0	119	16	38907	0	77700	0	1217252486	3278	18	15	62	155	0.04032057154540512	0.6267511674449634	2.0128837192944267
7c.sql	1305	442	857	1	331	850	1639068	0	3197428	0	326870003	765601	37	32	68185	6395	0.0010214485163587907	0.5858933795766403	1.0003920909604775
7b.sql	263	255	6	0	175	6	2602	0	5168	0	404480	1069	12	11	16	11	0.04174011368998784	0.30167530687364064	1.3431143982614002
7a.sql	442	429	10	0	327	10	9549	0	18983	0	6459754	6602	30	24	32	38	0.012379599802955941	0.07031688293611957	1.3183822778836924
6f.sql	1150	117	1019	11	37	862	1622166	0	3215429	0	467578247	813	11	6	785477	6430	2.849452288870166E-4	0.04567560281842148	1.000160258501942
