Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	1885	379	1432	49	321	1310	2276874	0	4235059	0	76283188423	267512	52	42	483082	8470	8.466449664520163E-4	0.6812596475412388	2.0001724657134305
9c.sql	381	301	73	1	247	72	179164	0	345180	0	12315977430	70915	154	118	8144	691	0.009629368209282582	0.8266134140973506	1.7332886631505113
9b.sql	289	261	22	0	195	22	13105	0	26112	0	1009229586	7388	41	36	40	52	0.07210434846480233	0.6877083772274359	1.6954881117843719
9a.sql	311	287	18	0	170	17	16717	0	33036	0	1418145591	8864	54	46	121	67	0.06935614908844909	0.9596774193548386	1.6882778376049743
8d.sql	849	6	838	3	2	790	2248484	0	4337676	0	76419266376	663759	63	36	323005	8676	9.49448772355693E-5	0.787205495362699	1.7948548235177277
8c.sql	18753	6	18722	23	2	18088	25277997	0	50347652	0	6689580665084	3410622	94	61	2487611	100695	1.0643116534293995E-4	0.7608732435255189	2.7357298402805523
8b.sql	364	347	13	0	342	13	2332	0	4625	0	22569612	1469	11	10	6	9	0.11183231438487597	0.626870011955152	1.8018545159746406
8a.sql	151	133	16	0	121	15	38064	0	75988	0	1213697856	2426	17	14	62	152	0.04085960999738594	0.6283473870777163	2.012741959425793
7c.sql	1229	430	794	1	298	787	1519946	0	2955442	0	324861945	1159558	31	26	68185	5910	0.0010925643873830027	0.43215875034858486	1.0004764727594184
7b.sql	251	241	7	0	161	7	3524	0	6705	0	351155	2185	15	14	16	13	0.035840016401384636	0.3016753020175958	1.018709349401144
7a.sql	334	319	11	1	217	11	10681	0	20862	0	7296288	7282	33	27	32	41	0.0116262039323815	0.07489284453759558	1.0053897940231702
6f.sql	1152	139	999	11	59	826	1634936	0	3241034	0	468147737	861	15	7	785477	6483	2.826033914890484E-4	0.04567652164500688	1.0000686569740802
6e.sql	146	139	6	0	59	6	2762	0	5520	0	1014786	568	12	7	6	12	0.14519799734643002	0.6254843311630665	1.9203400641552357
6d.sql	256	245	9	0	164	9	7590	0	15098	0	2391457	649	10	7	88	31	0.02555141656272204	0.499994478026055	1.000133447105262
6c.sql	51	44	5	0	44	5	1833	0	3660	0	419949	293	9	7	2	8	0.17137592077317926	0.5428460782736197	1.5767262834031925
6b.sql	54	47	5	0	46	5	3446	0	6875	0	660195	324	12	7	12	14	0.15112257291394515	0.8029453995045881	1.0000619106768767
6a.sql	77	69	6	0	44	6	3766	0	7520	0	1497865	132	16	8	6	16	0.14015394721716173	0.6254843336897333	1.9204326175655784
5c.sql	341	332	7	0	190	7	3941	0	7880	0	11435696	1601	11	7	669	16	0.2199654270346734	0.9976611947876122	2.0178808404683637
5b.sql	180	173	4	0	105	4	251	0	502	0	226	75	3	2	0	1	0.0	-Infinity	1.0
5a.sql	248	242	4	0	178	4	1002	0	2002	0	18805716	750	6	5	0	4	0.007108523161979738	0.026562818333673462	1.0195629042612364
4c.sql	281	260	19	0	70	19	37196	0	69168	0	160909779	9067	15	7	4700	138	0.0067831492587024315	0.21249661551593932	1.0004589904469392
4b.sql	82	77	4	0	51	4	2782	0	5387	0	2934754	287	10	6	6	11	0.12082591802068242	0.4585574604295897	1.8076946222671633
4a.sql	190	176	12	0	55	12	18555	0	36137	0	157058473	4609	11	6	740	72	0.010469774993362102	0.22874986236518535	1.0005522672575164
