Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
9d.sql,true,11071,2197,797,244,28,1792,405,0,28,0,0,0,8045,0,0,0,0,483082,0.0,0.0,0.0,0,0,0,0
9d.sql,false,844,309,374,152,9,114,195,0,9,0,0,0,8434,0,0,0,0,483082,0.0,0.0,0.0,0,0,0,0
9c.sql,true,258,221,34,2,1,136,85,0,1,0,0,0,381,0,0,0,0,8144,0.0,0.0,0.0,0,0,0,0
9c.sql,false,251,195,38,17,1,110,85,0,1,0,0,0,80,0,0,0,0,8144,0.0,0.0,0.0,0,0,0,0
9b.sql,true,245,224,20,0,0,130,94,0,0,0,0,0,37,0,0,0,0,40,0.0,0.0,0.0,0,0,0,0
9b.sql,false,237,221,15,1,0,132,89,0,0,0,0,0,36,0,0,0,0,40,0.0,0.0,0.0,0,0,0,0
9a.sql,true,297,258,39,0,0,125,133,0,0,0,0,0,472,0,0,0,0,121,0.0,0.0,0.0,0,0,0,0
9a.sql,false,271,258,5,8,0,126,132,0,0,0,0,0,49,0,0,0,0,121,0.0,0.0,0.0,0,0,0,0
8d.sql,true,357,4,303,47,3,1,3,0,3,0,0,0,5257,0,0,0,0,323005,0.0,0.0,0.0,0,0,0,0
8d.sql,false,310,4,254,49,3,2,2,0,3,0,0,0,5119,0,0,0,0,323005,0.0,0.0,0.0,0,0,0,0
8c.sql,true,3051,4,2322,702,23,1,2,0,23,0,0,0,45030,0,0,0,0,2487611,0.0,0.0,0.0,0,0,0,0
8c.sql,false,3015,4,2428,560,23,1,3,0,23,0,0,0,46294,0,0,0,0,2487611,0.0,0.0,0.0,0,0,0,0
8b.sql,true,168,160,1,7,0,149,11,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
8b.sql,false,160,152,0,8,0,141,11,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
8a.sql,true,142,125,9,8,0,113,12,0,0,0,0,0,102,0,0,0,0,62,0.0,0.0,0.0,0,0,0,0
8a.sql,false,136,126,10,0,0,114,12,0,0,0,0,0,107,0,0,0,0,62,0.0,0.0,0.0,0,0,0,0
7c.sql,true,419,134,274,10,1,93,41,0,1,0,0,0,6852,0,0,0,0,68185,0.0,0.0,0.0,0,0,0,0
7c.sql,false,607,130,369,16,0,94,36,0,0,0,0,0,6563,0,0,0,0,68185,0.0,0.0,0.0,0,0,0,0
7b.sql,true,103,94,1,7,0,60,34,0,0,0,0,0,1,0,0,0,0,16,0.0,0.0,0.0,0,0,0,0
7b.sql,false,90,81,1,8,0,49,32,0,0,0,0,0,1,0,0,0,0,16,0.0,0.0,0.0,0,0,0,0
7a.sql,true,100,98,2,0,0,68,30,0,0,0,0,0,21,0,0,0,0,32,0.0,0.0,0.0,0,0,0,0
7a.sql,false,103,100,1,2,0,69,31,0,0,0,0,0,18,0,0,0,0,32,0.0,0.0,0.0,0,0,0,0
6f.sql,true,670,23,497,139,11,18,5,0,11,0,0,0,4008,0,0,0,0,785477,0.0,0.0,0.0,0,0,0,0
6f.sql,false,688,22,469,185,12,18,4,0,12,0,0,0,4105,0,0,0,0,785477,0.0,0.0,0.0,0,0,0,0
6e.sql,true,149,143,2,4,0,140,3,0,0,0,0,0,25,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
6e.sql,false,152,143,1,8,0,138,5,0,0,0,0,0,20,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
6d.sql,true,151,142,1,8,0,137,5,0,0,0,0,0,1,0,0,0,0,88,0.0,0.0,0.0,0,0,0,0
6d.sql,false,138,132,2,4,0,129,3,0,0,0,0,0,27,0,0,0,0,88,0.0,0.0,0.0,0,0,0,0
6c.sql,true,124,120,0,4,0,120,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0,0,0,0
6c.sql,false,124,116,1,7,0,116,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0,0,0,0
6b.sql,true,121,116,0,4,0,116,0,0,0,0,0,0,1,0,0,0,0,12,0.0,0.0,0.0,0,0,0,0
6b.sql,false,120,116,0,4,0,115,1,0,0,0,0,0,1,0,0,0,0,12,0.0,0.0,0.0,0,0,0,0
6a.sql,true,132,124,1,7,0,122,2,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
6a.sql,false,132,123,0,9,0,122,1,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
5c.sql,true,156,151,1,4,0,104,47,0,0,0,0,0,16,0,0,0,0,669,0.0,0.0,0.0,0,0,0,0
5c.sql,false,181,177,1,3,0,135,42,0,0,0,0,0,16,0,0,0,0,669,0.0,0.0,0.0,0,0,0,0
5b.sql,true,119,118,1,0,0,95,23,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5b.sql,false,125,124,1,0,0,100,24,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5a.sql,true,65,65,0,0,0,55,10,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5a.sql,false,66,66,0,0,0,56,10,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4c.sql,true,60,51,7,2,0,22,29,0,0,0,0,0,104,0,0,0,0,4700,0.0,0.0,0.0,0,0,0,0
4c.sql,false,62,52,7,3,0,24,28,0,0,0,0,0,103,0,0,0,0,4700,0.0,0.0,0.0,0,0,0,0
4b.sql,true,17,12,1,4,0,9,3,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
4b.sql,false,23,14,1,8,0,11,3,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0
4a.sql,true,55,49,5,1,0,25,24,0,0,0,0,0,71,0,0,0,0,740,0.0,0.0,0.0,0,0,0,0
4a.sql,false,56,50,5,1,0,26,24,0,0,0,0,0,71,0,0,0,0,740,0.0,0.0,0.0,0,0,0,0
3c.sql,true,77,67,7,2,1,34,33,0,1,0,0,0,97,0,0,0,0,7250,0.0,0.0,0.0,0,0,0,0
3c.sql,false,75,65,7,3,0,33,32,0,0,0,0,0,97,0,0,0,0,7250,0.0,0.0,0.0,0,0,0,0
3b.sql,true,18,11,1,6,0,9,2,0,0,0,0,0,30,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0
3b.sql,false,20,13,1,6,0,10,3,0,0,0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0
3a.sql,true,36,29,6,1,0,20,9,0,0,0,0,0,64,0,0,0,0,206,0.0,0.0,0.0,0,0,0,0
3a.sql,false,34,29,5,0,0,20,9,0,0,0,0,0,64,0,0,0,0,206,0.0,0.0,0.0,0,0,0,0
33c.sql,true,86,79,6,0,0,32,47,0,0,0,0,0,81,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,false,94,75,18,1,0,33,42,0,0,0,0,0,269,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33b.sql,true,77,73,4,0,0,45,28,0,0,0,0,0,27,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,false,47,43,4,0,0,16,27,0,0,0,0,0,24,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33a.sql,true,73,62,9,1,0,28,34,0,0,0,0,0,119,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,false,69,62,6,1,0,28,34,0,0,0,0,0,107,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
32b.sql,true,17,0,16,1,0,0,0,0,0,0,0,0,339,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,false,20,0,19,1,0,0,0,0,0,0,0,0,448,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32a.sql,true,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,false,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
31c.sql,true,139,118,20,1,0,31,87,0,0,0,0,0,495,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,false,188,117,69,1,0,32,85,0,0,0,0,0,1262,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31b.sql,true,220,217,3,0,0,131,86,0,0,0,0,0,21,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31b.sql,false,224,221,3,0,0,135,86,0,0,0,0,0,26,0,0,0,0,84,0.0,0.0,0.0,0,0,0,0
31a.sql,true,142,132,9,1,0,46,86,0,0,0,0,0,174,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
31a.sql,false,140,132,8,0,0,46,86,0,0,0,0,0,153,0,0,0,0,1273,0.0,0.0,0.0,0,0,0,0
30c.sql,true,231,133,94,4,0,44,89,0,0,0,0,0,1939,0,0,0,0,8024,0.0,0.0,0.0,0,0,0,0
30c.sql,false,201,136,63,2,0,44,92,0,0,0,0,0,870,0,0,0,0,8024,0.0,0.0,0.0,0,0,0,0
30b.sql,true,189,186,2,1,0,98,88,0,0,0,0,0,15,0,0,0,0,28,0.0,0.0,0.0,0,0,0,0
30b.sql,false,187,183,3,1,0,97,86,0,0,0,0,0,50,0,0,0,0,28,0.0,0.0,0.0,0,0,0,0
30a.sql,true,202,147,54,1,0,58,89,0,0,0,0,0,662,0,0,0,0,757,0.0,0.0,0.0,0,0,0,0
30a.sql,false,180,149,30,0,1,59,90,0,1,0,0,0,486,0,0,0,0,757,0.0,0.0,0.0,0,0,0,0
2d.sql,true,65,4,50,11,0,1,3,0,0,0,0,0,703,0,0,0,0,68316,0.0,0.0,0.0,0,0,0,0
2d.sql,false,69,4,49,16,0,1,3,0,0,0,0,0,772,0,0,0,0,68316,0.0,0.0,0.0,0,0,0,0
2c.sql,true,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2c.sql,false,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2b.sql,true,32,1,30,1,0,1,0,0,0,0,0,0,570,0,0,0,0,5228,0.0,0.0,0.0,0,0,0,0
2b.sql,false,40,1,37,1,0,1,0,0,0,0,0,0,648,0,0,0,0,5228,0.0,0.0,0.0,0,0,0,0
2a.sql,true,33,1,30,2,0,0,1,0,0,0,0,0,566,0,0,0,0,7834,0.0,0.0,0.0,0,0,0,0
2a.sql,false,56,1,53,2,0,1,0,0,0,0,0,0,1703,0,0,0,0,7834,0.0,0.0,0.0,0,0,0,0
29c.sql,true,962,878,71,11,1,788,90,0,1,0,0,0,2244,0,0,0,0,16308,0.0,0.0,0.0,0,0,0,0
29c.sql,false,1028,881,131,15,1,788,93,0,1,0,0,0,4936,0,0,0,0,16308,0.0,0.0,0.0,0,0,0,0
29b.sql,true,647,644,3,0,0,558,86,0,0,0,0,0,18,0,0,0,0,15,0.0,0.0,0.0,0,0,0,0
29b.sql,false,576,573,3,0,0,487,86,0,0,0,0,0,17,0,0,0,0,15,0.0,0.0,0.0,0,0,0,0
29a.sql,true,1062,1058,3,1,0,968,90,0,0,0,0,0,29,0,0,0,0,1620,0.0,0.0,0.0,0,0,0,0
29a.sql,false,1067,1063,3,1,0,973,90,0,0,0,0,0,28,0,0,0,0,1620,0.0,0.0,0.0,0,0,0,0
28c.sql,true,247,195,49,3,0,95,100,0,0,0,0,0,1073,0,0,0,0,8373,0.0,0.0,0.0,0,0,0,0
28c.sql,false,247,194,50,3,0,95,99,0,0,0,0,0,1072,0,0,0,0,8373,0.0,0.0,0.0,0,0,0,0
28b.sql,true,171,138,33,0,0,88,50,0,0,0,0,0,886,0,0,0,0,148,0.0,0.0,0.0,0,0,0,0
28b.sql,false,172,139,32,1,0,90,49,0,0,0,0,0,505,0,0,0,0,148,0.0,0.0,0.0,0,0,0,0
28a.sql,true,235,202,32,1,0,99,103,0,0,0,0,0,551,0,0,0,0,4803,0.0,0.0,0.0,0,0,0,0
28a.sql,false,256,201,53,1,1,99,102,0,1,0,0,0,1018,0,0,0,0,4803,0.0,0.0,0.0,0,0,0,0
27c.sql,true,172,168,4,0,0,42,126,0,0,0,0,0,90,0,0,0,0,743,0.0,0.0,0.0,0,0,0,0
27c.sql,false,252,244,8,0,0,115,129,0,0,0,0,0,96,0,0,0,0,743,0.0,0.0,0.0,0,0,0,0
27b.sql,true,137,134,3,0,0,36,98,0,0,0,0,0,33,0,0,0,0,247,0.0,0.0,0.0,0,0,0,0
27b.sql,false,137,134,3,0,0,37,97,0,0,0,0,0,46,0,0,0,0,247,0.0,0.0,0.0,0,0,0,0
27a.sql,true,168,164,2,1,0,51,113,0,0,0,0,0,47,0,0,0,0,477,0.0,0.0,0.0,0,0,0,0
27a.sql,false,151,144,6,1,0,47,97,0,0,0,0,0,68,0,0,0,0,477,0.0,0.0,0.0,0,0,0,0
26c.sql,true,240,143,96,1,0,130,13,0,0,0,0,0,1326,0,0,0,0,5400,0.0,0.0,0.0,0,0,0,0
26c.sql,false,335,149,184,2,0,136,13,0,0,0,0,0,4567,0,0,0,0,5400,0.0,0.0,0.0,0,0,0,0
26b.sql,true,180,151,29,0,0,138,13,0,0,0,0,0,580,0,0,0,0,93,0.0,0.0,0.0,0,0,0,0
26b.sql,false,165,147,17,1,0,134,13,0,0,0,0,0,229,0,0,0,0,93,0.0,0.0,0.0,0,0,0,0
26a.sql,true,234,152,82,0,0,133,19,0,0,0,0,0,1786,0,0,0,0,1728,0.0,0.0,0.0,0,0,0,0
