Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	3584	576	2924	45	457	2577	5216325	0	10190187	0	38350451947	2061818	198	167	483082	20380	5.166197175844069E-4	0.6812653261934353	2.2721866363774805
9c.sql	466	369	88	0	286	86	135568	0	262424	0	8580875232	63544	117	84	8144	525	0.011987471271896855	0.7095808383233534	1.7177985878353441
9b.sql	698	657	32	0	493	32	12982	0	25883	0	934847748	7443	43	38	40	51	0.06993159547507702	0.68802568686014	1.696199630818899
9a.sql	726	697	22	0	517	22	16482	0	32312	0	1330329670	9634	50	42	121	65	0.06580456857745397	0.7244097773762841	1.6878707013273313
8d.sql	997	7	984	3	3	881	2070822	0	3954813	0	76421593001	403635	51	28	323005	7909	1.0416391120764495E-4	0.7872057182281609	1.7949508435586519
8c.sql	32059	22	32015	19	4	31104	34384976	0	68121992	0	7042574551412	6693300	85	52	2487611	136243	7.492052945874031E-5	0.6657793184408336	1.7369722714274503
8b.sql	544	515	21	0	507	21	1366	0	2705	0	8691835	726	7	6	6	5	0.1268991140581956	0.6273546802804614	1.632611714961803
8a.sql	257	228	24	0	218	24	38781	0	77428	0	1217775574	3077	17	14	62	154	0.03952701678767331	0.6264867190020432	2.0102919176254908
7c.sql	2222	688	1527	0	430	1518	1850019	0	3597762	0	366514918	1395648	37	30	68185	7196	0.001136561469555763	0.6346603892652565	1.000407336632043
7b.sql	469	456	10	0	332	10	2858	0	5668	0	276131	1903	13	13	16	12	0.036208421325550556	0.3016511005736105	1.3357018754975203
7a.sql	981	954	22	0	806	22	24824	0	48832	0	14037157	6705	42	32	32	97	0.025450899828276467	0.38687385893917703	1.0128171680903841
6f.sql	1677	240	1425	10	83	1132	1622725	0	3216546	0	467653061	819	14	7	785477	6433	2.8463020357162003E-4	0.056689144096938184	1.0001282426765428
