Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2481	659	1737	47	555	1442	1951661	0	3535127	0	76290668394	372213	80	62	483082	7070	0.0010091247249493518	0.6811691972672168	2.0003536234367303
9c.sql	556	449	96	1	348	95	162907	0	314848	0	10566871463	73311	141	107	8144	629	0.009574896092678392	0.6813831243153313	1.7263043794613315
9b.sql	786	683	94	0	584	93	12620	0	25051	0	921488439	7076	42	37	40	50	0.0761088881778515	0.6879430338961207	1.695420745227381
9a.sql	1136	1103	25	0	901	24	16188	0	32099	0	1422009662	9387	51	46	121	64	0.06299739295691324	0.6813725320671327	1.6882081207503468
8d.sql	1019	6	1006	3	2	921	2069745	0	3952381	0	76430717236	403360	47	28	323005	7904	1.0422084613202804E-4	0.787204874549406	1.7948788143624628
8c.sql	7854	9	7822	19	4	7326	17371582	0	34742511	0	7447206017043	3453363	73	42	2487611	69486	1.3267209821931395E-5	0.6657793006285009	1.7419036433915922
8b.sql	631	601	23	0	595	23	2298	0	4570	0	25303079	1044	11	10	6	9	0.11297735870570204	0.6273506666953881	1.8108613509912366
8a.sql	215	186	24	0	175	24	37976	0	75863	0	1210212007	2185	17	15	62	151	0.03907656268847746	0.626907997207154	2.0105577550502547
7c.sql	1706	594	1105	1	375	1091	1493736	0	2887247	0	325198324	371257	32	26	68185	5775	0.001133078329574154	0.564008492408843	1.0004044589605734
7b.sql	404	388	12	0	219	12	3079	0	6092	0	310350	1308	14	13	16	13	0.09093739774417371	0.7536759841183903	1.8587548969609582
7a.sql	889	865	19	0	671	19	10566	0	20923	0	7597714	7578	33	26	32	42	0.013270140230971133	0.13079252281263182	1.3874101152547544
6f.sql	1923	260	1650	10	104	1268	1632041	0	3235200	0	468045500	688	15	7	785477	6471	2.8132979117843107E-4	0.041399707864066236	1.0000274277160857
6e.sql	432	419	11	0	211	11	3763	0	7520	0	1191818	61	15	7	6	16	0.14014959789232362	0.6254843311631638	1.9203454297589357
6d.sql	316	301	12	0	139	12	10030	0	19969	0	2650848	935	15	7	88	40	0.019801869022346923	0.5428441292729301	1.0000681742385298
6c.sql	123	115	6	0	115	6	302	0	603	0	5740	12	3	2	2	1	0.0	-Infinity	1.0
6b.sql	131	120	8	0	119	8	1779	0	3544	0	275237	21	9	6	12	8	0.10306283817967395	0.542842868610735	1.0297422759736803
6a.sql	150	138	10	0	110	10	3726	0	7452	0	634762	75	11	7	6	14	0.13763147072670698	0.5772124469688371	1.9203816088298977
5c.sql	698	686	8	0	419	8	3959	0	7907	0	10748998	2043	11	6	669	16	0.21784319552220593	0.9976606326109846	2.017866594687111
5b.sql	439	430	6	0	308	6	501	0	1002	0	0	251	4	3	0	2	0.08815232722143865	0.1763046544428773	1.1755994358251058
5a.sql	701	691	7	0	395	6	752	0	1502	0	13454534	488	5	4	0	3	0.011262752592116052	0.026558793115335558	1.0248583242013758
4c.sql	36839	36810	27	0	178	26	38472	0	71124	0	164047985	9033	15	7	4700	142	0.006778303788834016	0.2365204656685163	1.0005975336026791
4b.sql	98	89	6	1	65	6	3067	0	6119	0	2949381	388	11	7	6	12	0.0755732703558606	0.46539274365248623	1.6769705268494233
4a.sql	260	241	17	1	68	17	18562	0	36137	0	138703416	4555	11	6	740	72	0.010471411018770884	0.22874991414607143	1.0006715024195916
3c.sql	447	421	23	0	249	22	29424	0	57649	0	113305541	14808	10	5	7250	115	0.007263359920058608	0.17738975975939722	1.0002826262593996
3b.sql	111	104	6	0	80	6	4812	0	9616	0	2964614	1097	10	6	5	20	0.13832826785729738	0.8909774436090225	1.0005580202189837
3a.sql	639	496	140	0	420	140	375152	0	749987	0	73305804	74512	13	6	206	1499	0.004335247893996127	0.45597538910992086	1.0002204392808387
33c.sql	436	210	220	0	78	220	245230	0	482480	0	1375653196	43703	59	53	114	965	0.006763787461325278	0.568573920758753	2.0001841424724662
33b.sql	278	230	43	1	73	43	7167	0	14134	0	21428138	2029	30	29	4	28	0.03435608010321741	0.16107696419027256	1.0225585110853146
33a.sql	332	298	20	0	100	19	9364	0	18205	0	14832217	1800	38	37	8	36	0.027488395196276452	0.14430840061386535	1.0113710812364702
32b.sql	325	0	322	0	0	321	570795	0	1118585	0	131736635	44356	55	26	4388	2238	0.003086324436810875	0.8851090291090219	1.2318697219228512
32a.sql	5	1	3	0	1	3	1257	0	2506	0	37361	564	7	6	0	5	1.9421060575563212E-4	7.675919802453623E-4	1.0009355893999003
31c.sql	628	528	90	0	163	90	121698	0	231398	0	275482109	17140	122	116	2825	463	0.0031612483900377956	0.31330868355565494	1.0184524363920955
31b.sql	1086	1046	29	0	612	29	16837	0	31560	0	85483273	5981	65	63	84	63	0.03784743095703878	0.5364174974497701	1.0414160249484083
31a.sql	807	585	215	0	170	215	311326	0	618155	0	5311617372	88879	137	108	1273	1236	0.0052251534601696565	0.4696439659406696	1.9994806939787761
30c.sql	861	682	170	1	179	168	247963	0	428667	0	1527205343	113430	165	153	8024	857	0.0020426145262335093	0.020163380185383384	1.023923558594782
30b.sql	793	761	21	0	296	21	9184	0	17498	0	63558646	3717	36	35	28	34	0.05245913839054858	0.45939331027561825	1.0137643687469373
30a.sql	841	662	169	1	245	169	148425	0	289013	0	1386644920	88818	184	173	757	578	0.0030935933326853237	0.020355759750575606	1.0598129443540667
2d.sql	179	16	162	0	4	149	301597	0	570164	0	1752609090	27315	10	6	68316	1140	0.005316418703482261	0.43630610721965074	1.9985807315778943
2c.sql	5	0	3	0	0	3	759	0	1514	0	2598457	260	5	4	0	3	2.3820803266745694E-5	6.52609329861188E-5	1.001396451002585
2b.sql	122	2	119	0	1	118	239985	0	475448	0	1752387274	27322	15	8	5228	951	0.006729808711568309	0.7862032429272844	2.0025087748366297
2a.sql	130	2	125	0	1	124	241518	0	477667	0	1754780439	27175	11	7	7834	955	0.0062929520159468975	0.41598977544914756	1.9990067047935318
29c.sql	2916	621	2282	0	425	2279	3244512	0	5747511	0	10605720969	1398748	6648	6352	16308	11495	5.36334465016933E-4	0.9144011397334245	3.0092985557784195
29b.sql	363	326	24	0	236	24	8247	0	15308	0	74299784	3381	33	32	15	31	0.06398265772489722	0.6894195842917609	2.5081735671173715
29a.sql	1335	590	732	0	458	731	884021	0	1427732	0	609243238	83774	2857	2856	1620	2855	0.0011962237060030136	0.6894204118658812	2.9432625190150974
28c.sql	877	704	163	1	408	162	212129	0	370100	0	8390627449	110391	406	386	8373	740	0.00223684310094121	0.3431676295895506	1.1382030940387813
28b.sql	638	455	176	0	194	176	211541	0	407373	0	10042122607	142226	642	612	148	814	0.00677074324357551	0.6675695693945402	3.321521020969197
28a.sql	851	643	199	1	445	199	274751	0	499808	0	13889806036	103873	508	467	4803	1000	0.003300649912884082	0.6667821779260072	2.193993870126933
27c.sql	829	790	30	0	354	30	22240	0	39928	0	1462887008	8454	81	78	743	80	0.013383107018845462	0.2203734578192731	1.0797640237362516
