Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2855	882	1893	46	777	1524	2597565	0	4876720	0	76281172915	466385	64	51	483082	9754	7.423498486059704E-4	0.6812363049745952	2.0003292424054693
9c.sql	448	338	100	0	262	98	138498	0	267430	0	9259129833	64852	96	70	8144	534	0.011026410603857765	0.6812429457995298	1.7202754093175392
9b.sql	824	784	31	0	670	30	13628	0	26959	0	1027708801	7988	43	38	40	54	0.07285475584507162	0.6878198241917257	1.6966650434563424
9a.sql	722	688	27	0	467	26	16192	0	32015	0	1432786001	8865	50	46	121	64	0.06357046664224808	0.681347926958078	1.6880466787805442
8d.sql	1069	8	1056	2	4	915	2016276	0	3846224	0	76415513152	404158	54	35	323005	7693	1.0708780252637825E-4	0.787205694782267	1.794943008799577
8c.sql	24537	8	24510	16	4	23373	17425014	0	33491308	0	7447349440493	6464349	81	52	2487611	66982	1.376252798263089E-5	0.6657793002954809	1.7418657349162636
8b.sql	756	726	22	0	719	22	1944	0	3833	0	8130555	1242	9	8	6	7	0.09523168611613034	0.6271567972772117	1.660516210918719
8a.sql	314	286	25	0	250	25	38688	0	77264	0	1211612318	2927	17	14	62	154	0.040412642892478534	0.6278640098823781	2.012203606687032
7c.sql	1927	579	1339	1	367	1328	1989859	0	3740054	0	326644807	1334646	33	27	68185	7480	8.663750018832691E-4	0.6033127342195708	1.000469995912995
7b.sql	406	390	12	0	230	11	3406	0	6713	0	447190	1421	15	14	16	13	0.03467186821951977	0.30167530687361466	1.0143535059413784
7a.sql	599	575	19	0	359	19	11347	0	22387	0	8701573	6318	36	31	32	44	0.01076095767993061	0.09051784453935345	1.3253169705702994
6f.sql	2004	269	1725	7	91	1316	1622166	0	3215429	0	467583193	834	11	6	785477	6430	2.8493766581119315E-4	0.0456740984453743	1.0001275984420914
6e.sql	300	288	10	0	135	10	2663	0	5324	0	860426	13	11	7	6	11	0.16748815107931544	0.5772129693019117	1.9203454297589357
6d.sql	324	308	12	0	173	11	10030	0	19969	0	2642954	906	15	7	88	40	0.019801519400477918	0.5428441292729778	1.0000475071745216
6c.sql	132	122	8	0	122	8	2014	0	4024	0	386583	53	10	6	2	9	0.15233633411768027	0.5428452584199565	1.5767212067490255
6b.sql	153	141	9	0	140	8	3656	0	7296	0	695297	321	12	8	12	15	0.14746059236258013	0.8969052678279094	1.0000032322843349
6a.sql	181	170	9	0	96	9	2663	0	5324	0	1025839	530	11	7	6	11	0.16749179165906974	0.5772129733295439	1.9203816088298977
5c.sql	1299	1286	9	0	553	8	4063	0	8114	0	11601919	2197	11	6	669	16	0.2068695903153515	0.9976103277168137	2.0178887103108436
5b.sql	365	355	8	0	238	8	1001	0	2002	0	130486656	638	6	5	0	5	0.04787340406893018	0.1763046544428773	1.2295866658363088
5a.sql	497	480	13	0	365	13	251	0	502	0	0	251	3	2	0	1	0.0	-Infinity	1.0
4c.sql	629	598	27	0	149	25	37599	0	69782	0	205363964	9194	16	7	4700	139	0.006202739960532091	0.1397432535143204	1.0006630321065886
4b.sql	97	88	7	0	63	7	7048	0	14077	0	3237536	370	11	7	6	28	0.07677055091731817	0.2881368602150376	1.9084041728774157
4a.sql	293	274	17	0	95	17	18227	0	35632	0	142588512	4396	11	6	740	72	0.014525488057279256	0.38188500719861573	1.000641403675644
3c.sql	501	475	24	0	259	23	29896	0	58650	0	113303663	14676	10	5	7250	117	0.007139159652858025	0.17738998729566186	1.0002788089305716
3b.sql	128	116	10	0	84	10	4625	0	9243	0	2917701	602	9	5	5	18	0.11946833692179076	0.5319148936170213	1.00055691498526
3a.sql	405	260	140	0	178	140	375672	0	751023	0	78263685	74510	15	7	206	1502	0.004549837078880536	0.6728326675378273	1.0002836229478609
33c.sql	316	278	31	1	136	31	23960	0	45764	0	27024761	5228	94	93	114	92	0.011082083971118229	0.12862288630223795	1.0190311592978034
33b.sql	217	192	20	0	63	20	9451	0	18646	0	48486629	5704	39	38	4	37	0.03286026061266278	0.138962997724147	1.7253781517718068
33a.sql	303	219	78	0	70	77	31455	0	62676	0	697809147	27859	91	85	8	125	0.03687856065738036	0.6490947284185256	1.998447087330756
32b.sql	199	1	196	0	1	195	445418	0	873436	0	118028400	44403	32	14	4388	1747	0.0036894598823597052	0.6189799438029193	1.2237483004751437
32a.sql	5	0	3	0	0	3	1004	0	2006	0	34153	509	6	5	0	4	4.7695324838673304E-5	9.571603504630757E-5	1.0001895017327544
31c.sql	566	488	70	1	124	70	109584	0	209826	0	244268359	10900	63	59	2825	420	0.0034705885287337596	0.20512968476790866	1.0172009789690073
31b.sql	715	679	26	0	370	26	13632	0	25772	0	55643004	4564	54	53	84	52	0.05065403847158388	0.5507634663386018	1.018520367629378
31a.sql	824	582	235	0	222	234	376967	0	748243	0	5376423077	103355	186	139	1273	1496	0.004345145890442311	0.4378959081854452	1.9998097108654598
30c.sql	1175	988	178	0	537	176	235776	0	408266	0	1519340180	112620	159	150	8024	816	0.0021437676360242406	0.02014779756100172	1.0237919276212106
30b.sql	916	881	24	0	482	24	13395	0	24839	0	135892389	5845	50	50	28	49	0.04697136796481805	0.5642695056311652	1.019342600583321
30a.sql	767	622	137	0	219	137	167533	0	319576	0	1494080562	144347	197	178	757	640	0.002810165243550687	0.020532879199542026	1.068681785973231
2d.sql	173	7	164	0	3	150	328226	0	656432	0	1752824512	13817	12	7	68316	1313	0.0049199616423860025	0.7782324080518088	1.999558837732057
2c.sql	5	0	3	1	0	3	1041	0	2014	0	3641272	311	6	5	0	4	3.746027888045141E-4	0.0013373328057684358	1.0001602995589778
2b.sql	93	2	90	0	1	89	203628	0	407240	0	1753706884	13838	17	8	5228	814	0.007279099580617204	0.380791401050518	2.0012088339076857
2a.sql	150	2	146	0	1	144	347527	0	694971	0	1751030744	14063	15	8	7834	1389	0.004419219204090443	0.37900737099627024	1.999048725113179
29c.sql	2280	513	1754	1	340	1751	2365777	0	4223927	0	205014994509	826736	5140	5074	16308	8447	0.0010665710725935315	0.6812745556835021	3.4610428772533157
29b.sql	410	356	41	0	237	41	23601	0	44232	0	203870885	6693	90	89	15	88	0.028918336835863964	0.684852772973858	2.457579478195139
29a.sql	4371	802	3554	0	629	3554	5226511	0	8830100	0	203991677739	1035217	10368	10364	1620	17660	5.892756561943261E-4	0.6894195399140777	3.4971995537450553
28c.sql	845	650	184	0	318	182	223783	0	405588	0	11153256688	101348	412	369	8373	811	0.002049597549636184	0.34320203769530744	1.1428495449382603
28b.sql	753	551	193	0	336	193	226943	0	426820	0	10057377581	140414	590	571	148	853	0.0064357579313511675	0.667546030252834	3.3206952061792463
28a.sql	957	746	200	0	377	199	257889	0	470981	0	13356654427	90790	577	555	4803	942	0.0034651423003903173	0.6668722350055866	2.1657529557416715
27c.sql	1214	1167	37	1	588	37	29852	0	53819	0	1090268659	8523	109	103	743	107	0.009541794573200452	0.15140680344850632	1.0822007617693357
27b.sql	498	470	21	0	96	21	9779	0	17664	0	608736785	2897	36	36	247	35	0.029547373681975592	0.18485530870836556	1.092426322998231
