Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2781	522	2178	46	433	1972	5624341	0	10799003	0	37831697837	2174696	241	178	483082	21599	5.326782729427584E-4	0.9733712058454193	2.2701700369698488
9c.sql	455	353	91	0	278	90	151017	0	287267	0	9843114582	62006	122	104	8144	574	0.010546378695897642	0.6813303598228423	1.7228325710452894
9b.sql	981	944	27	0	855	27	13260	0	26379	0	1034614455	7980	46	43	40	52	0.06857029673887169	0.6879556419753778	1.696245038652903
9a.sql	732	700	25	0	421	25	16215	0	31927	0	1319006185	9223	50	46	121	64	0.06547050063672899	0.6813353069463144	1.6876168290155744
8d.sql	1196	10	1180	3	6	1038	2013219	0	3839426	0	76432916689	403632	45	27	323005	7678	1.0728798820077462E-4	0.7872051681467138	1.7948773495511916
8c.sql	50739	8	50709	19	4	49568	30748032	0	59266531	0	5415479969706	8311384	100	65	2487611	118534	9.353267005393974E-5	0.9652509652509653	1.7208751734949217
8b.sql	907	878	20	1	870	20	1886	0	3698	0	7448687	1271	10	9	6	8	0.16209343127187775	0.6426259732002392	1.652068203389446
8a.sql	481	437	40	0	426	40	37350	0	74663	0	1215821768	2310	18	15	62	150	0.041844567075124635	0.7627118644067796	2.014990965268614
7c.sql	1899	773	1115	0	551	1106	1493754	0	2887356	0	325040894	371234	30	25	68185	5774	0.0011072109206677113	0.5872303709367142	1.000390167882898
7b.sql	316	303	10	0	171	10	2943	0	5495	0	227597	2063	12	11	16	10	0.039485355439364204	0.31955644778756537	1.0140560014836288
7a.sql	380	363	13	0	199	12	7247	0	14432	0	3503967	4761	20	15	32	29	0.014961842208483563	0.07083631023839033	1.317994457725567
6f.sql	1775	241	1521	10	82	1178	1632088	0	3235292	0	468051789	877	15	7	785477	6471	2.817439169004183E-4	0.041399744469216626	1.0000166471233105
6e.sql	336	321	12	1	165	12	2783	0	5564	0	613163	187	11	7	6	12	0.1522448818706983	0.6254839885068856	1.9204706602228023
6d.sql	218	200	13	1	109	12	7608	0	15134	0	2435550	913	11	7	88	31	0.025551999586720307	0.49999458838814126	1.0000155381680673
6c.sql	94	85	7	0	85	7	302	0	603	0	1408	0	3	2	2	1	0.0	-Infinity	1.0
6b.sql	98	86	9	0	85	9	3526	0	7036	0	688913	367	11	7	12	14	0.13384608750131416	0.5669370948917054	1.0000032322843349
6a.sql	193	183	9	0	112	9	3211	0	6419	0	897088	246	12	7	6	12	0.10548184755009095	0.5404669767654758	1.9209674218871473
5c.sql	31158	31145	9	0	30700	9	3945	0	7888	0	11207182	1651	11	7	669	16	0.2196512379575539	0.9976654696301007	2.0179021290091597
5b.sql	417	408	5	1	259	5	251	0	502	0	327	110	3	2	0	1	0.0	-Infinity	1.0
5a.sql	713	703	7	0	624	7	501	0	1002	0	0	349	4	3	0	2	3.2497887766677185E-4	6.499577553335437E-4	1.0006432873935165
4c.sql	564	481	81	0	176	77	36115	0	67084	0	133070442	9281	14	7	4700	134	0.007190349216014792	0.23651190318719081	1.0004515833137955
4b.sql	100	88	8	0	59	7	10947	0	21432	0	2738652	760	13	8	6	43	0.08285907787485015	0.6946778711484594	1.0005580202189837
4a.sql	320	301	17	0	103	17	18245	0	35661	0	153886622	4459	11	6	740	72	0.014365223677173626	0.38304355588645045	1.0006208122755862
3c.sql	652	617	32	0	277	31	29424	0	57649	0	113305264	14683	10	5	7250	115	0.007264068160291294	0.17738946955807738	1.000365871216727
3b.sql	93	84	6	0	58	6	4824	0	9640	0	2919825	909	10	6	5	20	0.13655066654734643	0.8713235294117647	1.0006907864024155
3a.sql	382	232	147	0	142	147	375411	0	750487	0	76320638	72686	14	6	206	1500	0.004332915589090159	0.45597538910992086	1.0002376809269296
33c.sql	316	269	41	0	108	41	52835	0	104648	0	1372214520	39581	122	111	114	209	0.02387546614778313	0.5633553373047818	1.997057415800006
33b.sql	249	226	17	0	63	17	7556	0	14898	0	66033385	1686	31	30	4	29	0.033029975756434696	0.18598009086050238	1.0195165714668497
33a.sql	302	277	19	0	87	19	10417	0	20228	0	20215424	2578	42	41	8	40	0.02478071720862412	0.11673034385682687	1.0135035362327867
32b.sql	113	1	110	1	0	109	352971	0	697780	0	30119012	31063	32	17	4388	1396	0.004592435700892309	0.7665032669181862	1.0015260782529214
32a.sql	5	2	2	0	1	2	253	0	506	0	1	2	3	2	0	1	0.0	-Infinity	1.0
31c.sql	650	492	150	0	144	148	206374	0	404326	0	3637625324	34182	144	132	2825	808	0.001728217351060677	0.36945008902274107	1.1115758278790024
31b.sql	592	554	29	0	257	29	16421	0	31429	0	118435139	2423	64	63	84	62	0.034939328000502715	0.7616859333294201	1.0430252246704048
31a.sql	783	568	208	0	145	207	314494	0	623075	0	5288841917	90421	141	121	1273	1246	0.005247059022420165	0.5393921603199824	1.9993913499863925
30c.sql	637	451	177	1	170	175	227786	0	405163	0	1553469159	119776	141	129	8024	811	0.0021624773150469784	0.01610330295437332	1.024182607801759
30b.sql	759	730	20	0	398	19	9332	0	17725	0	123557502	3022	37	36	28	35	0.06950072909045459	0.4196793497067547	1.024143893120034
30a.sql	721	506	208	0	198	208	160503	0	312583	0	1406996303	132933	206	189	757	626	0.0028543564617711558	0.020808796287699736	1.058689567604888
2d.sql	178	13	163	0	3	152	301740	0	570517	0	1753534810	27196	11	7	68316	1141	0.005611338563084218	0.779458626337665	1.9994705291583728
2c.sql	4	0	2	1	0	2	255	0	510	0	8	1	3	2	0	1	0.0	-Infinity	1.0
2b.sql	130	1	128	0	1	127	240006	0	475553	0	1754664035	27153	16	8	5228	951	0.006550676448485505	0.6257593094710779	2.001982801186028
2a.sql	138	4	133	0	1	131	243089	0	480859	0	1752404458	26398	16	8	7834	961	0.006185212655862719	0.37851125692860316	1.998822873469855
29c.sql	2664	375	2278	0	227	2275	3312575	0	5587484	0	10546480898	463983	6278	6252	16308	11174	4.5324287584431024E-4	0.6811955443746976	2.9714408302713955
29b.sql	448	410	26	0	312	26	10044	0	18840	0	66864745	2222	40	39	15	38	0.049104951886796894	0.6893275848450328	2.497475123613718
29a.sql	1177	623	541	0	457	541	653153	0	1039352	0	340788637	80643	2080	2079	1620	2078	0.0013906584308386557	0.689420573352373	2.501063194874791
28c.sql	816	620	185	0	324	184	184421	0	338144	0	9058540414	68619	366	332	8373	676	0.002450645720968716	0.34317057337918017	1.138877404310527
28b.sql	709	517	184	0	440	184	213237	0	409272	0	9097727897	135366	577	558	148	818	0.006559789875290391	0.6677188034658671	3.32139271684569
28a.sql	928	655	261	1	342	261	271424	0	498429	0	8947066116	84950	614	559	4803	997	0.0032754057457450333	0.6667510194928459	2.170094101522538
27c.sql	883	851	24	0	316	24	15658	0	27886	0	773663563	5453	57	57	743	56	0.019236352425424368	0.2376670629850158	1.082364429274996
