Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2422	587	1752	43	487	1389	2157927	0	3947810	0	76285938815	556827	92	65	483082	7895	9.097604547517548E-4	0.6812638547929596	2.0003046883329385
9c.sql	723	613	99	1	281	98	171439	0	328899	0	11550415648	65631	111	80	8144	657	0.00906930618650417	0.68138932415262	1.7300484922251844
9b.sql	700	659	31	0	546	30	13734	0	27076	0	1027707242	7602	47	42	40	54	0.07190626514003234	0.6878926015790919	1.6961070719150027
9a.sql	720	687	26	0	471	26	16161	0	31779	0	1311548866	9351	48	43	121	63	0.06166573965378195	0.6813252685661982	1.6876861984374552
8d.sql	1045	8	1033	2	4	884	2069293	0	3951729	0	76422242805	622996	46	29	323005	7903	1.0424010475465293E-4	0.7872056070024049	1.7949285715461893
8c.sql	22683	8	22657	15	4	21500	17121686	0	32804083	0	7447253427793	6319006	60	36	2487611	65609	1.4050542020991354E-5	0.6657792360786564	1.7418622117102327
8b.sql	838	812	18	1	805	18	1775	0	3532	0	8723584	313	10	9	6	8	0.187227211669404	0.8165667942884763	1.6762522437111556
8a.sql	353	324	26	0	303	26	38487	0	76952	0	1217815441	3134	17	14	62	153	0.03974264736954938	0.6282555440948943	2.0160483368145803
7c.sql	1897	940	949	0	773	940	1468451	0	2846343	0	324679391	372549	35	28	68185	5692	0.0011360444799295808	0.41201938831146073	1.0006596140815847
7b.sql	391	364	23	0	145	23	3281	0	6116	0	320112	885	15	14	16	13	0.05832506660271997	0.30989994733993226	1.0041810803384195
7a.sql	649	623	17	0	460	16	11238	0	21742	0	8494646	7223	35	29	32	44	0.0227602865404689	0.6	1.0052521517465018
6f.sql	1886	179	1696	8	64	1312	1622007	0	3215112	0	467566453	684	10	6	785477	6430	2.8482500241428215E-4	0.04518355929213269	1.0000282291315294
6e.sql	384	373	9	0	221	9	2762	0	5520	0	1086654	243	11	7	6	12	0.14521171006294517	0.625484331174361	1.9205054097663026
6d.sql	342	327	12	0	175	12	10615	0	21142	0	2792808	646	15	7	88	42	0.018863693372342536	0.5428441292729778	1.0001856969085596
6c.sql	173	163	8	0	163	8	2046	0	4088	0	325034	383	11	8	2	9	0.19716968503555282	0.542842951382839	1.9465892971018226
6b.sql	98	87	9	0	87	9	2519	0	5024	0	368412	20	12	8	12	11	0.08209420914131137	0.4999965373669835	1.102801636704274
6a.sql	155	144	10	0	114	10	3417	0	6824	0	1221045	222	13	7	6	14	0.16734700126023414	0.5772129733477599	1.9208346557037155
5c.sql	865	851	10	0	335	10	4071	0	8130	0	19323767	2246	11	6	669	16	0.20609292077941882	0.9976098503955935	2.017884184191667
5b.sql	380	362	15	0	225	15	1002	0	2004	0	116467431	559	6	6	0	5	0.04789756206085258	0.1763046544428773	1.229707872037001
5a.sql	394	381	6	0	278	6	1252	0	2502	0	18805749	837	7	6	0	5	0.007674418164429002	0.026562834621734956	1.0190950588841334
4c.sql	556	527	27	0	117	26	39028	0	72600	0	164050882	8834	15	7	4700	146	0.008927258534538941	0.5121391823049039	1.0004818146418437
4b.sql	111	103	6	0	80	6	2842	0	5671	0	2841911	852	10	6	6	12	0.12849288517529162	0.5813238059015431	1.8651464460996037
4a.sql	267	251	15	0	105	15	18960	0	36886	0	157058964	4876	14	7	740	74	0.011703689088296528	0.2517667573664913	1.000585213522444
3c.sql	776	749	24	0	536	23	29896	0	58650	0	113303937	14612	10	5	7250	117	0.007139061917929406	0.1773899872956911	1.0002673740340116
3b.sql	106	98	6	0	74	6	4812	0	9616	0	2931143	660	10	6	5	20	0.13833320191246373	0.8909774436090225	1.0006907864024155
3a.sql	423	289	131	0	220	131	375663	0	750987	0	78588437	72296	14	7	206	1502	0.00458028569098117	0.703125	1.0002376809269296
33c.sql	256	210	39	1	89	39	47543	0	94212	0	1356754534	38652	116	112	114	189	0.028700056475918063	0.7722069597069597	1.999471707099975
33b.sql	168	145	18	0	46	18	7904	0	15552	0	10476656	1645	33	32	4	31	0.031060377711712127	0.21495062057920727	1.0226402391279699
33a.sql	243	217	20	1	114	20	10833	0	20834	0	24389094	2207	43	42	8	41	0.023277137425973426	0.14434580838816025	1.0102438358404333
32b.sql	124	1	122	0	0	121	402943	0	798324	0	107373705	40748	47	23	4388	1596	0.0037319810205912276	0.301544759980246	1.1736472943931653
32a.sql	4	1	2	0	1	2	503	0	1006	0	300	225	4	3	0	2	4.34345582921838E-5	8.68691165843676E-5	1.0000862235357029
31c.sql	518	437	74	0	166	73	112811	0	218523	0	215458495	9720	76	67	2825	437	0.002963528939109435	0.3133068632290021	1.0184710740421972
31b.sql	937	901	28	0	630	28	14671	0	28196	0	133736718	2636	58	58	84	57	0.04817337057623656	0.6122636303298933	1.0456272488875469
31a.sql	976	579	388	0	204	388	530363	0	1003419	0	1672562474	148481	205	192	1273	2007	9.278848386094019E-4	0.019900931205335214	1.0919538908353053
30c.sql	796	607	180	0	193	177	214666	0	381423	0	1444263272	112534	97	90	8024	762	0.0022932203399149698	0.020398316673744032	1.022431098799553
30b.sql	1199	1168	21	0	805	21	8713	0	16124	0	146013675	2859	35	34	28	33	0.08336233504286435	0.5507634011104213	1.0230620406353086
30a.sql	999	839	150	1	336	150	170815	0	326291	0	1419876031	155702	167	149	757	653	0.002735665810765067	0.0204140007993181	1.0654148915841997
2d.sql	177	8	168	0	4	154	328167	0	656264	0	1751233171	13980	12	7	68316	1313	0.005060653734655146	0.7932759415527537	1.9996629969488018
2c.sql	6	0	3	1	0	3	1014	0	2024	0	2637304	243	6	6	0	5	3.0034055331918237E-4	0.0012774988875215172	1.0015004121330526
