Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	2553	542	1930	44	430	1604	2350203	0	4331923	0	76289007282	371217	51	42	483082	8663	8.287473322765385E-4	0.6812626471040333	2.0003232949867096
9c.sql	594	489	96	0	396	94	140289	0	271037	0	9444134595	64305	125	90	8144	542	0.011412242246129555	0.681361004383978	1.7214264413472076
9b.sql	460	419	32	0	288	32	13442	0	26783	0	1038397636	8004	44	37	40	53	0.06792608172648494	0.6879066105560443	1.6960694934357425
9a.sql	636	602	27	0	410	27	15813	0	31224	0	1302434695	9502	51	47	121	63	0.0693100953619787	0.8020833333333333	1.6877588421673098
8d.sql	1577	8	1565	2	4	1438	2012432	0	3837754	0	76424892695	403430	38	24	323005	7676	1.0731497238029054E-4	0.7872049893451873	1.7948650956170114
8c.sql	50116	7	50091	16	4	49062	26986573	0	51897638	0	5974824014249	7347128	90	59	2487611	103795	1.07114773628396E-4	0.758243669101411	3.0711771436136908
8b.sql	576	546	20	0	538	20	897	0	1738	0	7457531	529	5	4	6	3	0.21073390488393132	0.6279606853214458	1.6319487587718706
8a.sql	247	217	26	0	206	26	38652	0	77248	0	1216554980	3033	17	14	62	155	0.04165015427856448	0.6267653354271762	2.0111790724575846
7c.sql	2154	756	1392	0	542	1379	2235941	0	4362871	0	370646570	1594889	53	39	68185	8725	8.907927084720386E-4	0.4647951706989312	1.000647048174886
7b.sql	373	358	10	1	197	10	2782	0	5524	0	267007	1792	14	11	16	12	0.12091977051386409	0.775970890572923	1.9052142478953529
7a.sql	591	564	22	0	367	22	20841	0	41418	0	11946185	17088	31	27	32	82	0.030225429697840124	0.3868738924145275	1.0121932466821955
