Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	1871	507	1285	45	415	1070	2052792	0	3737220	0	76287106933	533003	56	44	483082	7475	9.685564591980923E-4	0.681260924881546	2.0002076189288105
9c.sql	859	755	95	0	685	93	154707	0	300631	0	9998631354	66990	139	109	8144	602	0.011053198270166995	0.8716981132075472	1.7237390216378312
9b.sql	821	785	28	0	695	27	13071	0	26079	0	1025038601	7111	44	39	40	52	0.07269719520288803	0.6878565652856937	1.6957149836721976
9a.sql	1098	1062	29	0	847	28	16459	0	32415	0	1327843157	9973	50	45	121	64	0.05815200793357339	0.6813517822374542	1.6879050233549808
8d.sql	1492	7	1480	2	3	1338	2237126	0	4314092	0	76413593217	672506	44	28	323005	8629	9.547205056028787E-5	0.7872056025690964	1.7949403585321257
8c.sql	48677	7	48651	15	3	47508	29327227	0	57586030	0	7204591991273	9086960	101	62	2487611	115172	9.872944743279362E-5	0.93751103963032	2.738933177243792
8b.sql	931	865	57	0	855	56	1901	0	3716	0	8074523	1319	10	9	6	8	0.16237963286835427	0.638521326141499	1.6555697103947522
8a.sql	378	343	24	0	331	24	38342	0	76600	0	1217357272	2533	18	16	62	153	0.04019422928431319	0.6270587982000991	2.0121938931041052
7c.sql	2356	653	1695	0	405	1682	2469584	0	4854929	0	328984401	1415820	35	30	68185	9709	6.660671122017281E-4	0.566597644303712	1.0006567998493834
7b.sql	401	387	11	0	208	10	3028	0	5944	0	330036	1579	13	12	16	12	0.03979067491501826	0.30167530687348826	1.3429361657328556
7a.sql	461	441	15	0	244	15	7713	0	15183	0	4349368	5435	22	16	32	30	0.014495021206050824	0.09051903739144929	1.0119109757366427
6f.sql	1927	240	1676	7	128	1294	1622007	0	3215112	0	467563421	690	10	6	785477	6430	2.8482501831692816E-4	0.04518355929213269	1.0000283478556549
6e.sql	387	376	9	0	259	9	2663	0	5324	0	984556	26	10	6	6	11	0.1674877502245543	0.5772129693019117	1.9203393322558329
6d.sql	377	363	11	0	212	11	9777	0	19469	0	2591618	901	15	7	88	39	0.0203086439410052	0.5428441292729301	1.0000742165606091
6c.sql	90	82	6	0	82	6	302	0	603	0	8817	2	3	2	2	1	0.0	-Infinity	1.0
6b.sql	100	89	8	0	88	8	1931	0	3846	0	784620	53	8	7	12	7	0.09490320033364899	0.5428460092973403	1.1027951253434944
6a.sql	183	171	10	0	138	9	2762	0	5520	0	932095	10	11	6	6	12	0.14520171204784227	0.6254843336861704	1.9203827400408804
5c.sql	728	713	10	0	436	10	3943	0	7875	0	19386589	2108	11	6	669	16	0.2195860065404678	0.9976655253549918	2.017918247355574
5b.sql	595	568	23	1	353	23	1251	0	2502	0	130486654	875	7	6	0	5	0.047867440630566374	0.1763046544428773	1.2289211028815181
5a.sql	760	740	7	0	392	7	1002	0	2002	0	14830594	810	6	5	0	4	0.007107780141089307	0.026559846250111735	1.0195629042612364
4c.sql	440	413	26	0	112	25	35889	0	66857	0	166749906	9436	15	7	4700	133	0.0063787963315661035	0.14501635406364385	1.0005296915731146
4b.sql	124	117	6	0	91	6	2660	0	5303	0	2924981	355	10	6	6	11	0.12435531816822833	0.43959822355710165	1.8145565400968342
4a.sql	284	265	16	0	83	16	19381	0	37814	0	159886434	5370	14	7	740	75	0.009400198436813565	0.2310269159732095	1.0006935592460522
3c.sql	649	466	180	1	229	177	29896	0	58650	0	113303752	14718	10	5	7250	117	0.007139741965743922	0.17738975975936505	1.0003464191031886
3b.sql	137	103	28	0	48	28	4346	0	8684	0	2910736	929	9	5	5	18	0.1483335961972255	0.8368794326241135	1.0005580202189837
3a.sql	566	423	141	0	325	140	375861	0	751387	0	78162079	72255	15	7	206	1502	0.00435872512386079	0.49358503119205793	1.0002836229478609
33c.sql	268	227	34	0	94	34	45298	0	89644	0	1367199173	38447	102	95	114	179	0.02781310481478386	0.5725384493420009	2.0009334529238036
33b.sql	198	178	16	0	77	16	7917	0	15384	0	15982532	1841	33	32	4	31	0.031531096036909595	0.2310464495461826	1.0248572900086892
33a.sql	296	272	19	0	94	19	10471	0	20294	0	42199227	1933	42	41	8	40	0.024788597618997297	0.1543843370023989	1.012395864754344
32b.sql	106	0	103	1	0	102	328789	0	652964	0	33576829	31297	40	23	4388	1306	0.004626657118153605	0.632642947966235	1.0020121030432978
32a.sql	5	1	3	0	1	3	1004	0	2006	0	40163	392	6	5	0	4	4.892860538027029E-4	0.001013165116044343	1.0009065880241064
31c.sql	882	674	200	0	253	199	355779	0	596795	0	556793904	152974	205	184	2825	1193	0.0011306795988329792	0.3133000287313807	1.0254829778607049
31b.sql	991	954	26	0	583	26	12527	0	23878	0	133926586	2319	49	48	84	47	0.04797947497690067	0.6684491978609626	1.0152749758436872
31a.sql	731	624	99	0	232	99	154308	0	298985	0	426362738	23972	221	187	1273	597	0.0025196543316357914	0.20512303544060154	1.0617722833251722
30c.sql	815	606	200	0	200	198	254270	0	454266	0	1591892946	144906	146	138	8024	908	0.0019273675271924344	0.015103232841588292	1.0241396102103968
30b.sql	807	776	21	0	378	20	7101	0	13330	0	106467445	2987	28	27	28	26	0.07387861148885475	0.7473248801486017	1.0242184201848081
30a.sql	827	655	162	0	230	162	168234	0	325679	0	1494197075	111730	272	238	757	652	0.0027527480891571094	0.020116255151879155	1.0661096795829181
2d.sql	200	7	192	0	4	179	408369	0	816716	0	1752822535	13810	10	7	68316	1633	0.004095015636396803	0.6718447137808932	1.9995248562118413
2c.sql	5	0	3	0	0	3	255	0	510	0	8	1	3	2	0	1	0.0	-Infinity	1.0
2b.sql	97	1	95	0	1	94	203429	0	406840	0	1753066507	13846	15	9	5228	814	0.007824186144685922	0.7862414236484169	2.0024535682692846
2a.sql	103	2	99	0	2	97	207781	0	415548	0	1753087585	13814	13	8	7834	831	0.007458722264126247	0.6229136187650907	1.9995235549353096
29c.sql	2232	797	1422	1	456	1413	1942472	0	3435656	0	85582946796	344749	4473	4465	16308	6872	0.0011773236798847421	0.6812860753727074	2.799906740465284
29b.sql	537	488	37	0	391	36	19321	0	35732	0	138388180	4261	73	72	15	71	0.023743950217350738	0.6845712617943458	2.4517689001171385
29a.sql	2808	525	2270	0	308	2269	3162823	0	5490155	0	204019569307	1957342	6773	6734	1620	10980	9.862412845550834E-4	0.6845790797530121	3.9417281533362525
28c.sql	812	614	187	0	324	184	221467	0	383656	0	8460432226	101653	512	493	8373	768	0.002153691635293333	0.3432020036865945	1.1402684646717336
28b.sql	737	524	204	0	377	203	254841	0	482280	0	9977511513	120133	476	447	148	964	0.008924502511874004	0.6669043154571296	3.1459558905684095
28a.sql	901	650	239	0	241	238	293443	0	539041	0	12018194206	97924	557	491	4803	1078	0.0030616215068687996	0.6667366808514766	2.1674169387321203
27c.sql	812	772	31	0	222	31	23284	0	42440	0	1338330617	13375	80	74	743	84	0.012862819589534044	0.22866825487367046	1.085780241173289
27b.sql	603	573	23	0	109	22	13061	0	23688	0	682111209	4124	49	47	247	47	0.02193568606593198	0.24260454484335078	1.0927846659262257
27a.sql	888	730	151	0	258	151	15606	0	28064	0	744018116	6450	59	58	477	57	0.0189861288003504	0.2292108629733836	1.0826498351556124
26c.sql	930	385	524	1	223	523	722094	0	1410893	0	13012306131	90783	269	224	5400	2821	0.001062194854235863	0.6111696064128581	2.554682218389475
26b.sql	484	374	104	0	259	103	156051	0	302080	0	20099802842	112955	243	200	93	604	0.004036982946717528	0.6867432768629309	2.3323595312028607
26a.sql	803	370	426	0	250	425	1030386	0	1760011	0	75289763960	301646	149	127	1728	3520	0.0024169382370657073	0.675520588591006	2.0009924720705774
25c.sql	958	673	279	0	241	272	384016	0	676778	0	1428008098	141866	119	90	26153	1353	0.001296179473806934	0.022004832252744945	1.0212817975662989
25b.sql	591	576	10	0	189	10	2340	0	4573	0	123757260	1415	12	11	6	10	0.09992582478458203	0.9718175604949035	1.0221179034928811
25a.sql	664	562	96	0	155	95	134523	0	247309	0	1061408626	91334	104	92	4407	494	0.003086653396869286	0.025232403865240907	1.0457983209289312
24b.sql	617	593	17	0	497	17	5604	0	10652	0	235490496	1939	24	23	45	22	0.14088578331163729	0.7295359270282854	3.0467188346969962
24a.sql	602	539	56	0	396	56	60428	0	119212	0	8798076825	33953	179	168	275	238	0.008091393259709818	0.6812757076816811	2.0612922616589855
23c.sql	553	525	21	0	382	21	15044	0	26888	0	453770546	7632	56	55	628	54	0.044367040900618944	0.6818181818181819	1.0022156936646083
23b.sql	262	241	16	0	148	16	8309	0	16068	0	944758641	7869	34	33	16	32	0.06714298606577995	0.6881706105687502	2.5321836034095657
23a.sql	366	334	28	0	212	28	24059	0	43728	0	1872361379	14298	89	87	618	87	0.031194953569130664	0.6882174058762767	1.6991383515575795
22d.sql	684	477	200	1	183	193	403581	0	717451	0	8284589722	46822	173	146	46281	1435	0.00115221047252089	0.34312474241778035	1.1365518508204033
22c.sql	665	519	140	0	240	136	249875	0	445226	0	8151727390	52676	189	156	21489	891	0.0018579292297021392	0.34317320595513395	1.135168373743756
22b.sql	575	493	77	0	217	77	73768	0	145456	0	5467729222	31750	156	131	31	290	0.005649650147517194	0.3375489683133522	1.1128499451762337
22a.sql	477	380	91	0	211	91	120572	0	221332	0	3861151180	37079	246	213	2851	443	0.003660545112867865	0.3374783006767016	1.1118166809247025
21c.sql	888	861	23	0	483	22	25117	0	46422	0	1436073206	5235	55	50	1874	92	0.01171418713539572	0.1637837741205905	1.0839597085100283
21b.sql	506	482	20	0	125	20	14404	0	28704	0	1219876376	12430	33	29	38	57	0.0667503100168084	0.49427239010344126	2.057192035497731
21a.sql	859	786	68	0	250	67	150715	0	275900	0	3898621862	68419	87	78	1410	551	0.011628963533458703	0.524004498140192	2.054520771221043
20c.sql	1110	291	814	0	172	813	1798417	0	3588112	0	75417120552	232102	70	58	5406	7176	0.0012025676275428275	0.6110070180203304	2.29988125322862
20b.sql	729	704	20	0	539	20	7677	0	14474	0	88158030	1610	30	29	17	28	0.05903287576425585	0.6111586273543641	1.6883646784746835
20a.sql	905	867	34	0	687	34	24878	0	48514	0	458306562	3380	66	61	33	97	0.025603672956619153	0.5897235700447423	2.538121332775563
1d.sql	361	351	8	0	171	8	625	0	1233	0	2027	202	4	3	4	2	9.057741289170203E-5	1.8115482578340405E-4	1.0001804302064803
1c.sql	200	189	9	0	166	9	1372	0	2619	0	4505295	624	7	7	3	6	0.1697525188588274	0.9999724594973423	2.018165668626762
1b.sql	412	402	8	0	203	8	1272	0	2541	0	11555715	469	7	6	3	5	0.17904788310329198	0.8946604696126925	1.8948887544505728
1a.sql	409	393	14	0	390	14	1838	0	3216	0	2815083	796	7	7	142	6	0.24807809117204827	0.9998869593887112	2.017046962263765
19d.sql	8330	338	7978	11	140	7635	19573016	0	36548541	0	3338372510259	4560081	2332	1756	1760645	73097	1.6763374763118777E-4	0.9191176470588235	4.187148153685193
19c.sql	595	527	64	0	349	64	141663	0	272151	0	9610514052	78579	182	154	3575	545	0.01213531689364677	0.8524417705214924	1.7221852219192078
19b.sql	453	439	10	0	354	10	1131	0	2226	0	54257016	838	6	5	15	4	0.1838185267393477	0.687922020430692	1.0471528164246608
