Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9d.sql	3505	517	2906	44	385	2586	5362745	0	10496326	0	76581221165	1597877	261	197	483082	20993	4.112892856676443E-4	0.6811772876462443	3.0123807428701803
9c.sql	544	441	93	0	353	91	141771	0	275795	0	9261785433	61409	111	83	8144	552	0.011692378314793753	0.7915309446254072	1.720597110758033
9b.sql	664	581	73	0	487	73	13033	0	25989	0	1078256096	7573	43	37	40	52	0.074225065317838	0.6879343178923206	1.697027820211818
9a.sql	712	634	63	0	366	62	16699	0	32984	0	1406824537	9848	47	40	121	65	0.05663197420006775	0.6812868126951621	1.687985719527499
8d.sql	1041	12	1017	3	6	894	2012670	0	3838146	0	76430171786	403437	42	27	323005	7676	1.0733264191463029E-4	0.7872041406535772	1.7949996319716555
8c.sql	25851	8	25819	21	5	24594	16347616	0	31254843	0	7447396617130	6305689	66	45	2487611	62509	1.4740294862811977E-5	0.6657770223164835	1.7414228426045368
8b.sql	585	556	22	0	549	21	1875	0	3630	0	8706439	765	10	9	6	8	0.17124305344706006	0.7137878197565328	1.6512117717408534
8a.sql	411	370	37	0	348	37	38001	0	75911	0	1217007783	2370	18	15	62	152	0.04055786713672723	0.6264722317744155	2.0135922306690466
7c.sql	2199	472	1718	0	206	1704	2468434	0	4852734	0	328009055	1415598	31	24	68185	9706	6.697002348918914E-4	0.6033127337732707	1.0006407490397704
7b.sql	396	380	12	0	192	12	2992	0	5944	0	295312	1427	13	12	16	12	0.03672421160263332	0.30164591754176073	1.3422469016025056
7a.sql	565	542	17	0	352	16	12678	0	24956	0	5284321	10981	36	28	32	49	0.009729825875588965	0.04773662395354913	1.3248452415581407
6f.sql	1859	241	1605	10	85	1201	1632041	0	3235200	0	468033903	699	15	7	785477	6471	2.813323636702345E-4	0.041399717015385834	1.0000438179945894
6e.sql	402	390	9	0	160	9	3764	0	7520	0	1271200	506	16	9	6	16	0.1401484956660608	0.6254843311631638	1.9203454297589357
6d.sql	385	369	13	0	192	12	7608	0	15134	0	2423584	543	11	7	88	31	0.02555326897282309	0.4999945883527696	1.0000567955535038
6c.sql	104	95	7	0	95	7	302	0	603	0	1408	0	3	2	2	1	0.0	-Infinity	1.0
6b.sql	146	134	9	0	133	9	3365	0	6715	0	160364	360	11	7	12	13	0.1267863488104078	0.3602682446497533	1.0000619106768767
6a.sql	129	117	10	0	86	9	3210	0	6419	0	804133	465	12	7	6	12	0.10543315018962186	0.5404669767654758	1.9203827400408804
5c.sql	944	931	9	0	576	9	4034	0	8064	0	10757302	1690	11	7	669	16	0.21027971451233424	0.9976098503955935	2.018040961706457
5b.sql	452	444	6	0	292	5	751	0	1502	0	0	335	5	4	0	3	2.7547997568176224E-4	6.382989588067384E-4	1.0008220776834387
5a.sql	550	538	7	0	347	7	752	0	1502	0	18805716	644	5	4	0	3	0.009239812023837035	0.026562818333673462	1.0188492349296256
4c.sql	661	567	92	0	265	91	38517	0	71124	0	145637680	8965	15	7	4700	142	0.006777157526179428	0.2365217118011583	1.000433521319104
4b.sql	136	117	17	0	55	16	8068	0	16023	0	3148070	538	13	9	6	32	0.0712455996616939	0.46175985222951355	1.9313438890005266
4a.sql	326	305	17	1	90	17	19127	0	37067	0	138357194	4857	14	7	740	74	0.01071374704346931	0.2307585704720344	1.0006111538366216
3c.sql	441	414	25	0	216	24	29845	0	58548	0	113305123	14689	10	5	7250	117	0.007638875690954961	0.19582439146667546	1.000296360924658
3b.sql	135	126	7	0	102	7	5674	0	11340	0	3031812	980	11	6	5	22	0.09410671575290848	0.5	1.00055691498526
3a.sql	389	243	143	0	167	142	375681	0	751023	0	78590357	72340	15	7	206	1502	0.004549898770843776	0.6728325200033511	1.0002376809269296
33c.sql	315	281	28	0	109	28	16979	0	32192	0	51789056	5150	67	65	114	65	0.015967496126346317	0.12865273605867356	1.0373078095531256
33b.sql	205	178	22	0	64	22	10232	0	19966	0	25429385	5720	41	40	4	39	0.031031863543909254	0.10041338910553403	1.719983467006883
33a.sql	221	176	39	0	56	39	38378	0	76236	0	669987836	14929	93	88	8	152	0.03116266969914677	0.6426324224126027	2.021709319449768
32b.sql	183	0	182	0	0	180	634697	0	1241929	0	172968759	47878	45	18	4388	2483	0.0025901855173824837	0.4769352569456381	1.2350099119788422
32a.sql	6	0	3	0	0	3	1504	0	3006	0	46999	507	8	7	0	6	3.535636861364733E-4	9.65849305713384E-4	1.0010179055372972
31c.sql	583	433	142	1	193	142	276871	0	543496	0	3623274929	68302	200	181	2825	1087	0.0014535326959993328	0.2897667690349696	1.1120087743898046
31b.sql	810	767	34	0	516	33	22164	0	42205	0	63659413	2672	86	81	84	85	0.027451851221168836	0.7303499897274802	1.018347776782137
