Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	2940	0	2243	178	0	1837	0	0	0	0	0	0	0	0	979921	0	4.360838701057675E-4	0.37834203003902206	1.000016862534762
8.sql	556	0	187	5	0	180	0	0	0	0	0	0	0	0	7644	0	0.005884066419380913	0.5271567240146788	1.0000376223223495
7.sql	1157	0	508	6	0	497	0	0	0	0	0	0	0	0	17331	0	1.2229356376508102E-4	0.2512036800335055	1.0000219479603787
6.sql	872	863	508	7	863	497	0	0	0	0	0	0	0	0	17331	0	1.2229356376508102E-4	0.2512036800335055	1.0000219479603787
5.sql	2111	142	1961	4	91	1954	4517060	0	9602745	0	2392557730	1672	26	19	22028	19206	8.497661755733414E-5	0.3572198190201403	1.8003378026971382
4.sql	1608	1201	107	17	155	100	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1301	963	250	86	186	237	621625	0	1187418	0	4346868	449300	6	3	90026	2375	0.0032032248910746188	0.6665435916452992	1.0001198235092423
21.sql	4071	2647	553	5	251	552	915711	0	1742219	0	180503008	37376	13	7	12426	3484	0.002014650635556691	0.8568895301381821	1.9998085135892694
20.sql	2379	2	2	1	0	2	2568	0	4915	0	1555915	1277	6	3	741	10	0.20913540782502693	0.7165186720355621	1.949306353102346
2.sql	421	81	21	1	8	20	14761	0	30139	0	448005	2512	21	10	1419	60	0.06322788688840444	0.6220104607318125	1.200710964458247
19.sql	507	227	271	0	160	270	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1462	0	4	5	0	3	3115	0	4944	0	10379	455	8	5	1253	9	0.14683457913906922	0.5099438965291646	1.0000456124196138
17.sql	5252	75	8	0	5	8	3324	0	22078	0	572517	754	7	4	1632	44	0.08026662992491586	0.5847993173393775	1.0000138359398707
16.sql	1368	50	187	1116	44	165	445431	0	979651	0	356508	711704	5	2	355733	1959	0.0037736959919102224	0.6052596323096591	1.00010375
14.sql	346	207	118	19	181	95	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846669809	0.6007194244604317	1.0003466666666667
12.sql	383	309	54	17	298	48	186823	0	280358	0	3	249	4	2	93144	560	0.010704388506606361	0.5369774919614148	1.0000551111111111
11.sql	116	0	48	23	0	34	193468	0	290877	0	9126968	0	10	6	95680	582	0.010329137247246026	0.6754530341531629	1.9992158333333334
10.sql	1271	708	308	254	259	260	861426	0	1519186	0	3225934	71759	10	6	344528	3039	0.002729561272930384	0.8125586824566445	1.0002471483594526
1.sql	3764	320	308	3442	320	260	0	0	0	0	0	0	0	0	344528	0	0.002729561272930384	0.8125586824566445	1.0002471483594526
