Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	3040	1	2310	187	1	1908	0	0	0	0	0	0	0	0	979921	0	4.522938558191189E-4	0.5728688943669076	1.0000233077957121
8.sql	448	0	168	6	0	161	0	0	0	0	0	0	0	0	7644	0	0.005892202924995108	0.5409913251827011	1.0000688825338895
7.sql	1539	0	900	7	0	882	0	0	0	0	0	0	0	0	17331	0	1.071524287154803E-4	0.3130197395253095	1.240018470773379
6.sql	762	753	900	7	753	882	0	0	0	0	0	0	0	0	17331	0	1.071524287154803E-4	0.3130197395253095	1.240018470773379
5.sql	2279	155	2114	5	90	2108	4516119	0	9601504	0	9073595859	602	22	14	22028	19204	8.496991767157959E-5	0.35724123155444115	1.8001148802052525
4.sql	1790	1370	133	16	155	124	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1369	999	285	84	213	272	621625	0	1187418	0	4346913	449462	6	3	90026	2375	0.0032032246994593136	0.6665435940842359	1.000119366087018
21.sql	3924	2527	479	5	259	478	935335	0	1683868	0	180722652	88817	12	8	12426	3368	0.0020999405095689727	0.8562057762613221	1.999797050786418
20.sql	2173	2	2	1	0	2	2559	0	4894	0	1544875	1278	6	3	741	10	0.2113768250478858	0.7227030625832224	1.9514305344673402
2.sql	396	77	24	1	5	23	13705	0	28039	0	376647	2539	18	8	1419	56	0.06856634332480846	0.6696667989581786	1.2001072105833306
19.sql	446	240	197	1	176	197	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1363	0	3	5	0	3	2842	0	4496	0	10421	454	8	5	1253	9	0.18485510779944564	0.6581575077926017	1.0000802803843152
17.sql	4455	73	9	0	6	9	3524	0	22078	0	572517	754	7	4	1632	44	0.08027606387900976	0.5847999259753239	1.0004288359398708
16.sql	1348	55	176	1102	49	152	445306	0	979506	0	356480	711868	5	2	355733	1959	0.003830279207584115	0.6428667506245048	1.000065
14.sql	330	198	112	19	173	84	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846677743	0.6007194244604317	1.0003466666666667
12.sql	364	295	50	17	284	42	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	111	0	48	22	0	33	193668	0	291350	0	9131688	0	8	4	95680	582	0.010509507827672017	0.6636640414880004	1.9990841666666666
10.sql	1223	708	273	241	266	230	861336	0	1519030	0	3136604	71767	9	6	344528	3039	0.002805282723205069	0.9557104376082	1.0002622527083858
1.sql	3574	327	273	3245	327	230	0	0	0	0	0	0	0	0	344528	0	0.002805282723205069	0.9557104376082	1.0002622527083858
