Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	2839	1	2135	186	0	1827	0	0	0	0	0	0	0	0	979921	0	4.498332642990034E-4	0.5544953440452449	1.0000237243053585
8.sql	518	0	188	6	0	179	0	0	0	0	0	0	0	0	7644	0	0.004741499447941878	0.6060249628203932	1.0000649461152218
7.sql	1416	0	814	8	0	802	0	0	0	0	0	0	0	0	17331	0	8.19766308386762E-4	0.45992577927619993	1.4000197909984493
6.sql	869	856	814	11	856	802	0	0	0	0	0	0	0	0	17331	0	8.19766308386762E-4	0.45992577927619993	1.4000197909984493
5.sql	2082	138	1934	4	87	1921	4516665	0	9601809	0	2389302766	1102	22	11	22028	19204	8.49749882029892E-5	0.35724120147632776	1.000005667734405
4.sql	1836	1402	134	18	165	125	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1252	878	285	87	197	271	621625	0	1187418	0	4346913	449462	6	3	90026	2375	0.0032032246991310995	0.6665435940842359	1.000119366087018
21.sql	3928	2690	748	5	262	746	1121268	0	2180360	0	181715894	33257	12	7	12426	4360	0.0016172002885011991	0.8544326852520154	1.9997931123520507
20.sql	2371	2	2	1	0	2	2559	0	4894	0	1544875	1278	6	3	741	10	0.2113768250478858	0.7227030625832224	1.9514305344673402
2.sql	430	80	29	1	6	29	15956	0	32513	0	856007	2526	18	8	1419	65	0.059585354838720885	0.6820676071094491	1.200868464458247
19.sql	526	243	271	1	177	271	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.0022004448114234386	0.6338582677165354	1.0002562302780331
18.sql	1674	0	4	6	0	4	2846	0	4496	0	10991	398	8	5	1253	9	0.1848490280894754	0.6581573440445504	1.000025723091068
17.sql	5208	79	9	0	6	9	3275	0	22078	0	572517	754	7	4	1632	44	0.08027573517820531	0.5847999259751608	1.000415
16.sql	1388	89	180	1103	83	158	445322	0	979453	0	356472	711632	5	2	355733	1959	0.0038634315653795033	0.6865644836242196	1.0000770833333332
14.sql	416	268	126	20	243	97	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846677743	0.6007194244604317	1.0003466666666667
12.sql	360	283	59	16	272	50	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	103	0	36	23	0	23	98887	0	102610	0	9105112	0	12	6	95680	205	0.024616702827234854	0.7253606108684554	1.9972420833333333
10.sql	1273	642	382	247	196	333	967151	0	1737330	0	8101511798	486387	8	4	344528	3475	8.212976925548289E-4	0.004863580065738198	1.0004796875713773
1.sql	3776	312	382	3461	312	333	0	0	0	0	0	0	0	0	344528	0	8.212976925548289E-4	0.004863580065738198	1.0004796875713773
