Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	3191	0	2456	184	0	2147	0	0	0	0	0	0	0	0	979921	0	4.2688968452199325E-4	0.30397091377997426	1.0000324742844224
8.sql	420	0	173	5	0	165	0	0	0	0	0	0	0	0	7644	0	0.006006745447476454	0.5310529463052595	1.000062239285076
7.sql	1124	0	523	7	0	500	0	0	0	0	0	0	0	0	17331	0	1.51284045243209E-4	0.36000177525989263	1.000058235442894
6.sql	805	797	523	6	797	500	0	0	0	0	0	0	0	0	17331	0	1.51284045243209E-4	0.36000177525989263	1.000058235442894
5.sql	2175	133	2035	4	82	2022	4203424	0	8936238	0	2224301728	483	15	9	22028	17873	8.703163751503305E-5	0.35724122977754946	1.8000307274054803
4.sql	1810	1375	131	18	158	123	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1362	960	280	121	193	269	621629	0	1187422	0	4346931	449453	6	3	90026	2375	0.003203210156803855	0.667359966271757	1.0001157774710612
21.sql	4342	2795	636	5	229	635	930861	0	1661282	0	180726682	92574	13	8	12426	3323	0.0021288661397134293	0.8564744732914764	1.9997938567621432
20.sql	2355	3	2	1	1	2	2567	0	4911	0	1554690	1276	6	3	741	10	0.20946239864579877	0.7186175415715683	1.9494305344673404
2.sql	422	82	26	1	9	25	14773	0	30139	0	443633	2502	21	10	1419	60	0.06322956284141651	0.6220104607318248	1.2008259644582469
19.sql	514	247	258	1	181	258	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1476	0	4	18	0	3	2839	0	4488	0	11387	483	9	5	1253	9	0.18563942135566672	0.6581573592949753	1.0000299453132901
17.sql	5272	76	7	1	6	7	3074	0	22078	0	572517	754	7	4	1632	44	0.08026631455232923	0.5847993173392144	1.0
16.sql	1365	55	183	1111	49	161	445306	0	979506	0	356480	711868	5	2	355733	1959	0.003830279207584115	0.6428667506245048	1.000065
14.sql	342	202	119	19	177	95	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846677743	0.6007194244604317	1.0003466666666667
12.sql	359	293	48	16	282	41	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	113	1	46	23	1	34	193636	0	291312	0	9108012	0	9	5	95680	583	0.01057697317099722	0.6756033226459174	1.9992158333333334
10.sql	1320	700	379	239	259	332	967231	0	1737524	0	8101996950	486418	8	4	344528	3475	8.209809246606826E-4	0.005036533113685707	1.0004099258077999
1.sql	3651	334	379	3315	334	332	0	0	0	0	0	0	0	0	344528	0	8.209809246606826E-4	0.005036533113685707	1.0004099258077999
