Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	2967	0	2258	179	0	1960	0	0	0	0	0	0	0	0	979921	0	4.471461977018892E-4	0.5051597065274025	1.0000126950620576
8.sql	546	1	181	4	1	174	0	0	0	0	0	0	0	0	7644	0	0.005274303019080486	0.5313768222633602	1.0000501025337123
7.sql	1475	0	862	6	0	842	0	0	0	0	0	0	0	0	17331	0	8.29116589707779E-4	0.46021385582023294	1.400025817158771
6.sql	809	802	862	6	802	842	0	0	0	0	0	0	0	0	17331	0	8.29116589707779E-4	0.46021385582023294	1.400025817158771
5.sql	2379	153	2219	4	84	2209	4517193	0	9602834	0	2389324634	1572	22	12	22028	19206	8.49662705112454E-5	0.35724119493117246	1.0000321906152652
4.sql	1792	1373	135	17	149	127	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1419	1001	331	85	223	317	621629	0	1187422	0	4346931	449453	6	3	90026	2375	0.003203210156803855	0.667359966271757	1.0001157774710612
21.sql	4280	2854	552	5	268	551	915713	0	1742232	0	180488489	37388	12	7	12426	3485	0.002029764799029694	0.8558348391146671	1.9997926561961585
20.sql	2339	2	3	1	0	3	2567	0	4911	0	1554690	1276	6	3	741	10	0.20946239864579877	0.7186175415715683	1.9494305344673404
2.sql	450	78	37	2	6	37	16934	0	34513	0	616683	2526	22	10	1419	69	0.05674244911385933	0.6820676071094831	1.2008417977915802
19.sql	469	237	218	1	172	217	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1872	1	3	8	1	3	2839	0	4488	0	11387	483	9	5	1253	9	0.18563942135758824	0.6581573592949753	1.0000299453132901
17.sql	4954	76	10	1	6	10	3275	0	22078	0	572517	754	7	4	1632	44	0.0802757485064212	0.5847999259751608	1.000415
16.sql	1352	50	181	1106	44	160	445306	0	979506	0	356480	711868	5	2	355733	1959	0.003830279207584115	0.6428667506245048	1.000065
14.sql	447	312	113	20	286	90	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846669809	0.6007194244604317	1.0003466666666667
12.sql	362	286	57	17	275	50	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	125	1	52	24	1	37	193570	0	291314	0	9117928	0	8	4	95680	582	0.010515242563298562	0.6636637596709444	1.99913875
10.sql	1270	637	388	243	194	336	967245	0	1737559	0	8100085632	486423	9	5	344528	3475	8.210030227302893E-4	0.005015471920767172	1.0007089784400123
1.sql	3749	314	388	3433	314	336	0	0	0	0	0	0	0	0	344528	0	8.210030227302893E-4	0.005015471920767172	1.0007089784400123
