Query	Millis	PreMillis	JoinMillis	PostMillis	PreNoIndexMillis	JoinNoMatMillis	Tuples	nrFbacks	Iterations	Lookups	NrIndexEntries	nrUniqueLookups	NrUctNodes	NrPlans	JoinCard	NrSamples	AvgReward	MaxReward	TotalWork
9.sql	3117	0	2409	184	0	2032	0	0	0	0	0	0	0	0	979921	0	4.393470320552206E-4	0.35287459900541357	1.0000121394227581
8.sql	470	0	150	4	0	147	0	0	0	0	0	0	0	0	7644	0	0.006063674645732615	0.5535072985472306	1.0000665813277905
7.sql	2113	0	1507	6	0	1487	0	0	0	0	0	0	0	0	17331	0	3.604997303311916E-4	0.7499879600787829	1.0010561963429225
6.sql	422	413	1507	7	413	1487	0	0	0	0	0	0	0	0	17331	0	3.604997303311916E-4	0.7499879600787829	1.0010561963429225
5.sql	1927	138	1781	4	87	1773	4202790	0	8934655	0	2214334233	234	15	9	22028	17870	8.704790016610041E-5	0.3572412189041731	1.8000102797143618
4.sql	1630	1231	106	19	145	100	331350	0	504180	0	436901	52933	3	1	158414	1008	0.006664367540799512	0.5916955017301039	1.0
3.sql	1418	1027	298	90	220	285	621629	0	1187422	0	4346931	449453	6	3	90026	2375	0.0032032101564929993	0.667359966271757	1.0001157774710612
21.sql	3041	2280	472	4	216	471	930775	0	1661149	0	180698860	92539	13	8	12426	3323	0.0021300865677015383	0.8561919375713405	1.9997932248226407
20.sql	2092	2	2	1	0	2	2555	0	4878	0	1537400	1139	6	3	741	10	0.21348018375119734	0.7350959979057833	1.9548396864356794
2.sql	387	81	27	1	9	26	15956	0	32533	0	564179	2526	18	8	1419	65	0.05919824764082842	0.6777861675180697	1.2001094068124993
19.sql	521	282	230	1	218	230	600623	0	1844572	0	1334404	425179	4	2	364	3689	0.002200444811411722	0.6338582677165354	1.0002562302780331
18.sql	1395	1	3	5	1	3	2835	0	4488	0	11961	357	9	5	1253	9	0.18564657303754403	0.6581574074551538	1.0000947248287595
17.sql	4292	75	9	0	5	9	3524	0	22078	0	572517	754	7	4	1632	44	0.08027605055079345	0.5847999259753239	1.0004288359398708
16.sql	1379	44	165	1155	38	146	445431	0	979651	0	356508	711704	5	2	355733	1959	0.0037736959919102224	0.6052596323096591	1.00010375
14.sql	398	266	111	19	241	84	449704	0	674660	0	123	194	4	2	224637	1349	0.005207247846677743	0.6007194244604317	1.0003466666666667
12.sql	364	295	50	17	284	43	186826	0	280364	0	3	250	4	2	93144	560	0.010696861073507336	0.5352564102564102	1.0000553333333333
11.sql	111	0	47	23	0	33	193570	0	291313	0	9117688	0	8	4	95680	582	0.01051512855960944	0.6635186768506643	1.9991391666666667
10.sql	1270	683	347	239	239	303	967167	0	1737412	0	8101834951	486406	8	4	344528	3475	8.212859676869613E-4	0.004844259125077237	1.0004556451066788
1.sql	5577	2284	347	3291	2284	303	0	0	0	0	0	0	0	0	344528	0	8.212859676869613E-4	0.004844259125077237	1.0004556451066788
